date,TOT_HRS,CON_LD,CON_JO,TOT_NFP,CPI-W,TOT_JO,TOT_AHE,TOT_JOU,CON_HRS,CON_NFP,LFPR,CON_AHE,CON_QU,TOT_QU,CON_UN,CON_LDU,EPOP,TOT_LDU,CON_HRS_NSA,TOT_LD,TOT_HI,TOT_HRS_NSA,CON_HI,CON_JOU,TOT_UN,CON_ahe_ch,CON_nfp_ch,CON_joph,CON_unop,CON_rw,TOT_ahe_ch,TOT_nfp_ch,TOT_joph,TOT_unop,TOT_rw,CON_sh
2015-12-01,34.5,1.9,129.0,143085.0,232.262,5374.0,21.26,4961.0,39.7,6628.0,62.7,25.44,2.1,2.2,645.0,2.8,59.6,1.3,39.6,1.2,5504.0,34.5,315.0,129.0,7542.0,2.58064516129,5.34011443102,0.409523809524,5.0,22.6178119537,2.55668113845,1.9327216254,0.976380813953,1.5202580125,18.9015205242,0.0463221162246
2016-01-01,34.6,2.8,158.0,143211.0,232.412,5713.0,21.32,5679.0,39.3,6639.0,62.7,25.41,1.2,2.0,729.0,3.8,59.6,1.5,38.4,1.2,5117.0,34.2,292.0,158.0,8309.0,1.68067226891,4.7821969697,0.541095890411,4.61392405063,22.576559558,2.45074483421,1.85269476409,1.11647449678,1.46310970241,18.9426308452,0.0463581708109
2016-02-01,34.5,3.4,193.0,143448.0,231.817,5566.0,21.33,5412.0,39.2,6662.0,62.9,25.41,1.5,2.1,749.0,3.1,59.8,1.0,38.0,1.3,5447.0,34.1,347.0,193.0,8219.0,2.58377069035,4.71549827098,0.556195965418,3.88082901554,22.6345063563,2.44956772334,1.84885405129,1.0218468882,1.51866223208,19.0001582283,0.0464419162345
2016-03-01,34.4,2.4,209.0,143673.0,232.189,5852.0,21.4,5827.0,38.7,6705.0,63.0,25.69,2.2,2.0,768.0,2.1,59.9,1.0,38.3,1.2,5297.0,34.2,357.0,209.0,8116.0,2.39139099243,5.57392536608,0.585434173669,3.67464114833,22.8472590863,2.44135950215,1.94635634712,1.10477628847,1.39282649734,19.0319713682,0.0466684763317
2016-04-01,34.4,3.1,184.0,143826.0,233.093,5643.0,21.46,5951.0,39.1,6704.0,62.8,25.72,1.7,2.0,530.0,2.7,59.7,1.1,39.1,1.2,5038.0,34.3,335.0,184.0,7413.0,2.18514104092,4.83189992181,0.549253731343,2.88043478261,22.7852278704,2.58126195029,1.86554479007,1.12008733624,1.24567299614,19.0113137675,0.0466118782418
2016-05-01,34.4,3.0,187.0,143869.0,233.443,5582.0,21.48,5591.0,39.1,6690.0,62.6,25.86,1.8,2.1,461.0,2.4,59.7,1.2,39.3,1.2,5153.0,34.6,314.0,187.0,7207.0,2.65978562922,4.01119402985,0.595541401274,2.46524064171,22.8749054801,2.3344449738,1.64834388424,1.08325247429,1.28903595063,19.0005015357,0.0465006359952
2016-06-01,34.4,2.7,171.0,144166.0,233.945,5535.0,21.53,5467.0,39.1,6690.0,62.7,26.05,1.5,2.1,417.0,1.9,59.6,1.1,39.8,1.1,5176.0,34.4,278.0,171.0,8144.0,3.12747426762,3.78529320509,0.615107913669,2.43859649123,22.9935275385,2.52380952381,1.71014942642,1.06935857805,1.48966526431,19.0038636432,0.0464048388663
2016-07-01,34.4,2.4,238.0,144457.0,233.879,5973.0,21.59,6254.0,39.2,6708.0,62.8,26.12,1.9,2.1,410.0,2.1,59.8,1.1,39.7,1.1,5328.0,34.4,335.0,238.0,8267.0,3.89817024662,3.72661203031,0.710447761194,1.72268907563,23.061820514,2.61406844106,1.7331474126,1.12105855856,1.32187400064,19.0622015658,0.0464359636432
2016-08-01,34.3,2.5,184.0,144633.0,234.303,5491.0,21.62,5581.0,38.8,6704.0,62.8,26.07,2.2,2.1,454.0,2.3,59.7,1.3,39.7,1.1,5288.0,34.4,339.0,184.0,7996.0,3.49344978166,3.42486886763,0.542772861357,2.46739130435,22.9760213057,2.4644549763,1.74459912911,1.03838880484,1.43271815087,19.0541457856,0.0463518007647
2016-09-01,34.4,2.3,237.0,144882.0,234.979,5666.0,21.68,5676.0,38.8,6727.0,62.9,26.21,1.8,2.1,474.0,2.1,59.8,1.1,39.6,1.0,5179.0,34.4,317.0,237.0,7658.0,4.79808076769,3.65177195686,0.747634069401,2.0,23.0329525617,2.65151515152,1.84811568122,1.09403359722,1.34918957012,19.0520569072,0.0464308885852
2016-10-01,34.4,2.7,196.0,145006.0,235.733,5587.0,21.72,5853.0,39.2,6743.0,62.8,26.28,1.9,2.1,512.0,3.0,59.7,1.1,39.9,1.1,5200.0,34.8,343.0,196.0,7447.0,3.70955011839,3.19865319865,0.571428571429,2.61224489796,23.0205990676,2.50117980179,1.70578085766,1.07442307692,1.27233897147,19.0261572202,0.0465015240749
2016-11-01,34.3,2.3,178.0,145170.0,236.24,5631.0,21.74,5379.0,39.1,6771.0,62.6,26.24,2.2,2.1,517.0,2.6,59.7,1.1,39.2,1.1,5263.0,34.3,337.0,178.0,7066.0,3.14465408805,2.76217938989,0.528189910979,2.90449438202,22.9362302743,2.4988213107,1.6269269003,1.06992209766,1.31362706823,19.0028066373,0.0466418681546
2016-12-01,34.4,3.2,140.0,145325.0,236.916,5539.0,21.8,5116.0,38.9,6783.0,62.7,26.23,2.0,2.1,670.0,4.6,59.7,1.3,38.5,1.1,5303.0,34.3,400.0,140.0,7170.0,3.10534591195,2.33856366928,0.35,4.78571428571,22.8620695943,2.53998118532,1.56550302268,1.04450311145,1.40148553557,19.000881325,0.0466746946499
2017-01-01,34.4,2.6,142.0,145541.0,238.365,5625.0,21.83,5557.0,38.9,6817.0,62.9,26.33,2.2,2.2,859.0,3.7,59.9,1.5,37.8,1.1,5424.0,34.4,387.0,142.0,8149.0,3.62062180244,2.6811266757,0.366925064599,6.04929577465,22.8097232396,2.39212007505,1.62696999532,1.03705752212,1.46643872593,18.9113656787,0.0468390350485
2017-02-01,34.3,2.3,181.0,145773.0,238.516,5682.0,21.86,5500.0,39.1,6871.0,63.0,26.29,2.4,2.1,781.0,2.0,60.0,0.9,38.2,1.1,5249.0,34.1,367.0,181.0,7887.0,3.4632034632,3.13719603723,0.493188010899,4.31491712707,22.7606527025,2.48476324426,1.62079638615,1.08249190322,1.434,18.9253658455,0.0471349289649
2017-03-01,34.3,2.9,161.0,145823.0,237.641,5785.0,21.9,5723.0,38.7,6871.0,63.0,26.4,2.4,2.2,764.0,2.5,60.1,1.0,38.2,1.1,5304.0,34.1,372.0,161.0,7284.0,2.76372129233,2.47576435496,0.432795698925,4.74534161491,22.9400414912,2.33644859813,1.49645375262,1.09068627451,1.27275904246,19.0298071461,0.0471187672727
2017-04-01,34.5,3.0,200.0,146030.0,238.065,5967.0,21.96,6312.0,39.3,6871.0,62.9,26.37,2.3,2.1,585.0,2.8,60.2,1.0,38.6,1.1,5043.0,34.6,375.0,200.0,6555.0,2.52721617418,2.49105011933,0.533333333333,2.925,22.8731628757,2.32991612302,1.53240721427,1.18322427127,1.03849809886,19.0479581627,0.0470519756214
2017-05-01,34.4,2.9,154.0,146182.0,237.591,5666.0,21.99,5665.0,39.2,6880.0,62.7,26.51,2.0,2.2,502.0,2.5,60.0,1.1,39.5,1.1,5472.0,34.3,381.0,154.0,6572.0,2.51353441609,2.84005979073,0.404199475066,3.25974025974,23.0404727452,2.37430167598,1.60771257185,1.03545321637,1.1601059135,19.1120330316,0.0470646180788
2017-06-01,34.5,,,146404.0,237.482,,22.03,,39.2,6896.0,62.8,26.64,,,430.0,,60.1,,39.9,,,34.5,,,7250.0,2.26487523992,3.07922272048,,,23.1640858676,2.32234091965,1.55237712082,,,19.1555860234,0.047102538182
