date,TOT_HRS,AFS_QU,TOT_NFP,TOT_AHE,MFN_HRS,FSD_HRS,MFN_NFP,FSD_NFP,AFS_NFP,TOT_QU,AFS_AHE,MFN_AHE,FSD_AHE,OTH_NFP,AFS_NFP_12ch,AFS_NFP_ch,AFS_NFP_12_pct_ch,AFS_NFP_index,AFS_NFP_index1,FSD_NFP_12ch,FSD_NFP_ch,FSD_NFP_12_pct_ch,FSD_NFP_index,FSD_NFP_index1,TOT_NFP_12ch,TOT_NFP_ch,TOT_NFP_12_pct_ch,TOT_NFP_index,TOT_NFP_index1,OTH_NFP_12ch,OTH_NFP_ch,OTH_NFP_12_pct_ch,OTH_NFP_index,OTH_NFP_index1,MFN_NFP_12ch,MFN_NFP_ch,MFN_NFP_12_pct_ch,MFN_NFP_index,MFN_NFP_index1,AFS_AHE_12_pct_ch,FSD_AHE_12_pct_ch,TOT_AHE_12_pct_ch
1997-11-01,,,124250,12.72,,,17556,7727.3,9468,,7.09,13.33,6.68,116522.7,133,17.8,1.424745581,84.65362469,,105.6,17.6,1.385517667,81.91513044,167.8388358,3275,304,2.707170903,94.83212615,136.836193,3169.4,286.4,2.796036816,95.83428258,135.1802826,279,43,1.614863692,149.7185741,91.04864641,5.037037037,4.866562009,4.262295082
1997-12-01,,,124554,12.75,,,17588,7728.5,9471.3,,7.11,13.35,6.71,116825.5,123.5,3.3,1.321166478,84.68313007,,99.6,1.2,1.305561745,81.92785134,167.8649001,3408,304,2.813134565,95.06415002,137.1709874,3308.4,302.8,2.914450774,96.08332093,135.5315669,304,32,1.758852118,149.9914719,91.21460429,4.867256637,5.007824726,4.081632653
1998-01-01,,,124828,12.79,,,17619,7741.5,9492.2,,7.13,13.34,6.72,117086.5,132.7,20.9,1.41781078,84.8699975,,101,13,1.321903017,82.06566101,168.1472632,3449,274,2.841512947,95.2732768,137.4727429,3348,261,2.943594297,96.2979808,135.8343581,322,31,1.861594496,150.2558417,91.375376,4.852941176,5,4.068348251
1998-02-01,,,125027,12.84,,,17627,7758.8,9508.4,,7.16,13.39,6.74,117268.2,129,16.2,1.3753545,85.0148421,,105.5,17.3,1.378490324,82.24905388,168.5230235,3343,199,2.74727984,95.42516085,137.6919011,3237.5,181.7,2.839147703,96.44742026,136.0451519,311,8,1.796026796,150.3240662,91.41686547,5.139500734,4.984423676,4.220779221
1998-03-01,,,125176,12.88,,,17637,7766.3,9514.9,,7.19,13.43,6.78,117409.7,125.7,6.5,1.338772206,85.07295876,,102.1,7.5,1.332167741,82.32855946,168.6859253,3177,149,2.604119706,95.53888308,137.8559944,3074.9,141.5,2.68938241,96.56379716,136.2093088,297,10,1.712802768,150.4093468,91.46872731,5.116959064,5.279503106,4.207119741
1998-04-01,,,125456,12.92,,,17637,7772.6,9530.9,,7.23,13.4,6.81,117683.4,131.2,16,1.395789227,85.21601516,,102.6,6.3,1.33767927,82.39534415,168.8227628,3165,280,2.588089066,95.75258928,138.1643576,3062.4,273.7,2.671761719,96.78890217,136.5268336,288,0,1.660038043,150.4093468,91.46872731,5.393586006,5.417956656,4.277643261
1998-05-01,,,125860,12.97,,,17624,7810.8,9580.2,,7.23,13.45,6.82,118049.2,169.4,49.3,1.800059506,85.6568077,,126,38.2,1.63960025,82.80029258,169.6524761,3308,404,2.699262354,96.0609368,138.6092817,3182,365.8,2.770155449,97.08975497,136.9512054,262,-13,1.509042737,150.298482,91.40130692,5.240174672,5.24691358,4.344328238
1998-06-01,,,126080,12.99,,,17608,7811.6,9584.1,,7.27,13.43,6.86,118268.4,166.1,3.9,1.763644086,85.69167769,,117.4,0.8,1.525824647,82.80877318,169.6698523,3262,220,2.655962481,96.22884881,138.8515671,3144.6,219.2,2.73149427,97.27003636,137.2055036,221,-16,1.271064588,150.1620331,91.31832797,5.822416303,5.864197531,4.253611557
1998-07-01,,,126209,13.01,,,17422,7817.9,9597.6,,7.29,13.34,6.89,118391.1,199.1,13.5,2.118423153,85.81238153,,140.8,6.3,1.834025869,82.87555786,169.8066898,3085,129,2.505604106,96.32730631,138.9936345,2944.2,122.7,2.550263368,97.37095117,137.3478503,33,-186,0.189775145,148.5758144,90.35369775,5.499276411,5.837173579,4.08
1998-08-01,,,126551,13.08,,,17563,7833.5,9617.4,,7.31,13.46,6.91,118717.5,194.5,19.8,2.064120388,85.98941383,,132.4,15.6,1.719234914,83.04092947,170.1455256,3458,342,2.809258041,96.58833317,139.3702782,3325.6,326.4,2.882004716,97.63939938,137.7265134,111,141,0.636030254,149.7782705,91.08494969,5.331412104,5.496183206,4.057279236
1998-09-01,,,126773,13.11,,,17557,7850.7,9638.6,,7.35,13.52,6.94,118922.3,187.8,21.2,1.987133364,86.17896356,,127.5,17.2,1.650870106,83.22326227,170.5191138,3169,222,2.563832886,96.75777165,139.6147662,3041.5,204.8,2.624679843,97.80783747,137.9641059,92,-6,0.526767821,149.7271022,91.05383259,4.403409091,4.204204204,4.047619048
1998-10-01,,,126974,13.15,,,17512,7840.3,9633.2,,7.36,13.52,6.95,119133.7,183,-5.4,1.936466953,86.13068202,,130.6,-10.4,1.693969934,83.11301453,170.2932233,3028,201,2.442999371,96.91118218,139.836127,2897.4,211.4,2.492680858,97.98170374,138.2093552,-1,-45,-0.005710044,149.3433396,90.82045431,4.249291785,4.197901049,3.788476717
1998-11-01,,,127254,13.17,,,17465,7865.2,9659.6,,7.36,13.55,6.94,119388.8,191.6,26.4,2.02365864,86.36672508,,137.9,24.9,1.784581937,83.37697306,170.8340573,3004,280,2.417706237,97.12488838,140.1444902,2866.1,255.1,2.459692403,98.19151115,138.5053017,-91,-47,-0.518341308,148.9425209,90.57670366,3.808180536,3.892215569,3.537735849
1998-12-01,,,127601,13.21,,,17449,7890.8,9692.2,,7.38,13.56,6.98,119710.2,220.9,32.6,2.332309187,86.6582025,,162.3,25.6,2.100019409,83.64835211,171.3900956,3047,347,2.4463285,97.38973142,140.5266404,2884.7,321.4,2.469238308,98.4558471,138.8781642,-139,-16,-0.790311576,148.806072,90.49372472,3.797468354,4.023845007,3.607843137
1999-01-01,,,127727,13.27,,,17427,7898.8,9707.5,,7.44,13.59,7.01,119828.2,215.3,15.3,2.268178083,86.79500018,,157.3,8,2.031905961,83.73315807,171.5638575,2899,126,2.322395616,97.48589921,140.6654038,2741.7,118,2.341602149,98.55289639,139.0150584,-192,-22,-1.089732675,148.6184547,90.37962867,4.347826087,4.31547619,3.752931978
1999-02-01,,,128136,13.3,,,17395,7936.4,9747.9,,7.46,13.63,7.05,120199.6,239.5,40.4,2.51882546,87.15621759,,177.6,37.6,2.289013765,84.13174605,172.3805387,3109,409,2.486662881,97.79806291,141.1158345,2931.4,371.4,2.499739912,98.85835492,139.4459268,-232,-32,-1.316162705,148.3455569,90.21367078,4.189944134,4.599406528,3.582554517
1999-03-01,,,128244,13.33,,,17368,7942.1,9755.8,,7.47,13.69,7.06,120301.9,240.9,7.9,2.531818516,87.22685169,,175.8,5.7,2.26362618,84.19217029,172.504344,3068,108,2.450949064,97.88049244,141.2347746,2892.2,102.3,2.463339911,98.94249172,139.5646071,-269,-27,-1.525202699,148.1152993,90.07364381,3.894297636,4.12979351,3.49378882
1999-04-01,,,128618,13.38,,,17344,7970,9786.6,,7.49,13.73,7.09,120648,255.7,30.8,2.682852616,87.50223526,,197.4,27.9,2.539690708,84.48793105,173.1103388,3162,374,2.520405561,98.16594286,141.6466598,2964.6,346.1,2.51913184,99.22714222,139.9661245,-293,-24,-1.661280263,147.910626,89.9491754,3.596127248,4.111600587,3.560371517
1999-05-01,,,128830,13.43,,,17333,7989.6,9811,,7.52,13.8,7.11,120840.4,230.8,24.4,2.409135509,87.72039627,,178.8,19.6,2.289138116,84.69570564,173.5360556,2970,212,2.359764818,98.32774899,141.8801348,2791.2,192.4,2.364437878,99.38538191,140.1893315,-291,-11,-1.651157512,147.8168173,89.89212737,4.011065007,4.252199413,3.546646106
1999-06-01,,,129093,13.47,,,17295,8007.8,9834.8,,7.54,13.86,7.14,121085.2,250.7,23.8,2.615790737,87.93319266,,196.2,18.2,2.511649342,84.88863918,173.931364,3013,263,2.389752538,98.52848017,142.169776,2816.8,244.8,2.381701283,99.58671806,140.4733288,-313,-38,-1.77760109,147.4927512,89.69505238,3.71389271,4.081632653,3.695150115
1999-07-01,,,129414,13.52,,,17308,8005.9,9838.2,,7.57,13.91,7.16,121408.1,240.6,3.4,2.506876719,87.96359215,,188,-1.9,2.404737845,84.86849777,173.8900956,3205,321,2.53943855,98.77347906,142.5232924,3017,322.9,2.548333447,99.85228769,140.8479315,-114,13,-0.654345081,147.6036159,89.76247277,3.840877915,3.918722787,3.920061491
1999-08-01,,,129576,13.54,,,17287,8009.3,9851.9,,7.6,13.93,7.18,121566.7,234.5,13.7,2.438288935,88.08608419,,175.8,3.4,2.24420757,84.9045403,173.9639444,3025,162,2.390340653,98.89712336,142.7017026,2849.2,158.6,2.399983153,99.98272852,141.0319265,-276,-21,-1.571485509,147.4245267,89.65356291,3.967168263,3.907380608,3.516819572
1999-09-01,,,129792,13.61,,,17281,8012.2,9864.8,,7.62,13.99,7.2,121779.8,226.2,12.9,2.346813853,88.20142341,,161.5,2.9,2.057141401,84.93528246,174.0269331,3019,216,2.381421912,99.06198243,142.9395828,2857.5,213.1,2.40282941,100.157993,141.279148,-276,-6,-1.572022555,147.3733583,89.6224458,3.673469388,3.746397695,3.813882532
1999-10-01,,,130189,13.64,,,17272,8059.8,9919.3,,7.66,13.99,7.23,122129.2,286.1,54.5,2.9699373,88.68870927,,219.5,47.6,2.799637769,85.43987788,175.0608167,3215,397,2.532014428,99.36498729,143.3767979,2995.5,349.4,2.514401886,100.4453575,141.6844938,-240,-9,-1.370488808,147.2966058,89.57577015,4.076086957,4.028776978,3.726235741
1999-11-01,,,130482,13.66,,,17282,8086,9941.4,,7.68,14.01,7.25,122396,281.8,22.1,2.917305064,88.88630593,,220.8,26.2,2.807303057,85.71761738,175.6298871,3228,293,2.536658966,99.58861557,143.699478,3007.2,266.8,2.518829237,100.6647876,141.9940138,-183,10,-1.047809906,147.3818864,89.62763199,4.347826087,4.46685879,3.720577069
1999-12-01,,,130781,13.7,,,17280,8114.1,9967.1,,7.72,14.06,7.29,122666.9,274.9,25.7,2.836301356,89.11609027,,223.3,28.1,2.829877832,86.01549829,176.2402259,3180,299,2.492143479,99.81682326,144.0287659,2956.7,270.9,2.46988143,100.8875898,142.3082902,-169,-2,-0.968536879,147.3648303,89.61725962,4.60704607,4.441260745,3.709311128
2000-01-01,,,131009,13.75,,,17284,8115.6,9967.4,,7.73,14.13,7.31,122893.4,259.9,0.3,2.677311357,89.11877258,,216.8,1.5,2.744720717,86.0313994,176.2728063,3282,228,2.569542853,99.99084116,144.2798617,3065.2,226.5,2.55799553,101.0738751,142.5710573,-143,4,-0.820565789,147.3989425,89.63800436,3.897849462,4.279600571,3.617181613
2000-02-01,,,131140,13.8,,,17285,8125.8,9974.4,,7.76,14.14,7.34,123014.2,226.5,7,2.323577386,89.18135975,,189.4,10.2,2.386472456,86.13952699,176.4943527,3004,131,2.344384092,100.0908251,144.4241316,2814.6,120.8,2.34160513,101.1732272,142.7111998,-110,1,-0.632365622,147.4074706,89.64319054,4.021447721,4.113475177,3.759398496
2000-03-01,,,131608,13.84,,,17302,8164.6,10028.4,,7.81,14.17,7.38,123443.4,272.6,54,2.794235224,89.6641751,,222.5,38.8,2.801526045,86.55083587,177.3370982,3364,468,2.623124669,100.4480198,144.9395388,3141.5,429.2,2.611346953,101.5262235,143.2091232,-66,17,-0.380009212,147.5524476,89.73135567,4.551539491,4.532577904,3.825956489
2000-04-01,,,131895,13.9,,,17298,8170.4,10050.6,,7.86,14.23,7.42,123724.6,264,22.2,2.69756606,89.86266586,,200.4,5.8,2.514429109,86.61232018,177.4630756,3277,287,2.547854888,100.6670686,145.2556111,3076.6,281.2,2.550062993,101.7574969,143.5353488,-46,-4,-0.265221402,147.5183353,89.71061093,4.939919893,4.654442877,3.886397608
2000-05-01,,,132121,13.94,,,17279,8162.5,10045,,7.89,14.23,7.46,123958.5,234,-5.6,2.385077974,89.81259612,,172.9,-7.9,2.164063282,86.52857431,177.2914857,3291,226,2.554529225,100.8395601,145.5045043,3118.1,233.9,2.580345646,101.9498683,143.8067009,-54,-19,-0.311544453,147.3563022,89.61207344,4.920212766,4.922644163,3.797468354
2000-06-01,,,132077,13.99,,,17296,8174.6,10069.8,,7.9,14.3,7.48,123902.4,235,24.8,2.389474112,90.03433354,,166.8,12.1,2.082969105,86.65684331,177.5543006,2984,-44,2.311511856,100.8059777,145.4560472,2817.2,-56.1,2.32662621,101.9037287,143.7416181,1,17,0.005782018,147.5012792,89.70023856,4.774535809,4.761904762,3.860430586
2000-07-01,,,132253,14.03,,,17322,8188.4,10085.9,,7.94,14.33,7.51,124064.6,247.7,16.1,2.517736984,90.17828404,,182.5,13.8,2.279568818,86.80313358,177.85404,2839,176,2.193734835,100.9403073,145.6498756,2656.5,162.2,2.188074766,102.0371304,143.9297896,14,26,0.080887451,147.7230087,89.83507935,4.887714663,4.888268156,3.772189349
2000-08-01,,,132240,14.07,,,17287,8218.3,10115.6,,7.97,14.36,7.54,124021.7,263.7,29.7,2.676641054,90.44383248,,209,29.9,2.609466495,87.12009583,178.5034752,2664,-13,2.055936285,100.9303852,145.6355587,2455,-42.9,2.019467502,102.0018472,143.8800204,0,-35,0,147.4245267,89.65356291,4.868421053,5.013927577,3.914327917
2000-09-01,,,132375,14.13,,,17230,8241.4,10140.6,,8.01,14.4,7.58,124133.6,275.8,25,2.795799205,90.66735811,,229.2,23.1,2.860637528,87.36497302,179.0052129,2583,135,1.990107249,101.0334221,145.7842338,2353.8,111.9,1.932832867,102.0938796,144.0098378,-51,-57,-0.29512181,146.9384274,89.35795042,5.118110236,5.277777778,3.820720059
2000-10-01,,,132361,14.18,,,17217,8174.8,10076.2,,8.02,14.48,7.59,124186.2,156.9,-64.4,1.581764842,90.0915561,,115,-66.6,1.426834413,86.65896346,177.5586447,2172,-14,1.668343716,101.0227368,145.7688157,2057,52.6,1.684281892,102.1371405,144.0708601,-55,-13,-0.31843446,146.8275627,89.29053003,4.699738903,4.979253112,3.958944282
2000-11-01,,,132589,14.24,,,17202,8243.4,10144.6,,8.07,14.52,7.62,124345.6,203.2,68.4,2.043977709,90.70312221,,157.4,68.6,1.946574326,87.38617451,179.0486533,2107,228,1.614782116,101.1967547,146.0199115,1949.6,159.4,1.592862512,102.2682393,144.2557832,-80,-15,-0.462909385,146.6996418,89.21273727,5.078125,5.103448276,4.245973646
2000-12-01,,5.6,132731,14.28,,,17181,8283.2,10185.7,2.3,8.06,14.5,7.63,124447.8,218.6,41.1,2.19321568,91.07059833,,169.1,39.8,2.084026571,87.80808413,179.913119,1950,142,1.491042277,101.3051343,146.1762957,1780.9,102.2,1.451817891,102.3522939,144.3743474,-99,-21,-0.572916667,146.5205526,89.1038274,4.404145078,4.663923182,4.233576642
2001-01-01,,6.4,132706,14.29,,,17104,8283,10178.4,2.6,8.06,14.48,7.62,124423,211,-7.3,2.116901098,91.00532885,,167.4,-0.2,2.062694071,87.80596398,179.908775,1697,-25,1.295330855,101.2860534,146.1487632,1529.6,-24.8,1.244655938,102.3318971,144.3455765,-180,-77,-1.041425596,145.8638922,88.70449124,4.269081501,4.240766074,3.927272727
2001-02-01,,5.2,132778,14.37,,,17028,8306.2,10197.6,2.4,8.09,14.55,7.68,124471.8,223.2,19.2,2.237728585,91.17699653,,180.4,23.2,2.220089099,88.05190124,180.4126846,1638,72,1.24904682,101.3410064,146.2280567,1457.6,48.8,1.184903857,102.3720327,144.4021903,-257,-76,-1.486838299,145.2157599,88.31034125,4.25257732,4.632152589,4.130434783
2001-03-01,,5.5,132751,14.42,,,16938,8304.6,10195.1,2.4,8.12,14.58,7.7,124446.4,166.7,-2.5,1.662279127,91.15464397,,140,-1.6,1.714719643,88.03494005,180.3779322,1143,-27,0.868488238,101.320399,146.1983216,1003,-25.4,0.812518126,102.3511424,144.3727233,-364,-90,-2.103803029,144.4482347,87.84358469,3.969270166,4.33604336,4.190751445
2001-04-01,,5.4,132471,14.45,,,16802,8327.7,10211.1,2.4,8.08,14.63,7.65,124143.3,160.5,16,1.596919587,91.29770037,,157.3,23.1,1.925242338,88.27981724,180.8796699,576,-280,0.43671102,101.1066928,145.8899584,418.7,-303.1,0.338412894,102.1018573,144.021091,-496,-136,-2.867383513,143.2884189,87.13826367,2.798982188,3.099730458,3.956834532
2001-05-01,,5.2,132432,14.5,,,16661,8354,10229.2,2.3,8.11,14.69,7.67,124078,184.2,18.1,1.833748133,91.45953292,,191.5,26.3,2.346094946,88.55861681,181.4509123,311,-39,0.235390286,101.0769266,145.8470078,119.5,-65.3,0.096403232,102.0481513,143.9453352,-618,-141,-3.576595868,142.0859628,86.40701172,2.78833967,2.815013405,4.017216643
2001-06-01,,5,132302,14.55,,,16515,8374.7,10240.5,2.3,8.13,14.74,7.71,123927.3,170.7,11.3,1.695167729,91.5605665,,200.1,20.7,2.447826193,88.77805222,181.9005213,225,-130,0.170355172,100.9777059,145.7038391,24.9,-150.7,0.020096463,101.9242078,143.7705051,-781,-146,-4.515494912,140.8408665,85.64982886,2.911392405,3.07486631,4.002859185
2001-07-01,,5.2,132191,14.55,,,16382,8402.8,10265.7,2.2,8.13,14.82,7.7,123788.2,179.8,25.2,1.782686721,91.78588033,,214.4,28.1,2.618338137,89.07593313,182.5108601,-62,-111,-0.046879844,100.8929866,145.5815951,-276.4,-139.1,-0.222787161,101.8098048,143.6091325,-940,-133,-5.426625101,139.7066348,84.96006638,2.392947103,2.529960053,3.70634355
2001-08-01,,5.1,132035,14.6,,,16232,8393.9,10248,2.2,8.16,14.85,7.72,123641.1,132.4,-17.7,1.308869469,91.62762419,,175.6,-8.9,2.136694937,88.98158651,182.31755,-205,-156,-0.155021174,100.7739217,145.4097927,-380.6,-147.1,-0.30688178,101.6888221,143.4384789,-1055,-150,-6.102851854,138.4274262,84.18213878,2.383939774,2.387267905,3.766879886
2001-09-01,,5.2,131794,14.64,,,16117,8387.7,10227.8,2.1,8.15,14.89,7.73,123406.3,87.2,-20.2,0.85990967,91.44701549,,146.3,-6.2,1.775183828,88.91586189,182.1828844,-581,-241,-0.438904627,100.5899818,145.1443801,-727.3,-234.8,-0.585900997,101.4957105,143.1660827,-1113,-115,-6.459663378,137.4466996,83.58572762,1.747815231,1.978891821,3.609341826
2001-10-01,,4.9,131467,14.66,,,15972,8377.8,10181.4,2.2,8.16,14.89,7.75,123089.2,105.2,-46.4,1.044044382,91.03215193,,203,-9.9,2.48324118,88.81091453,181.967854,-894,-327,-0.675425541,100.3404034,144.7842559,-1097,-317.1,-0.883350968,101.2349111,142.7982088,-1245,-145,-7.231224952,136.2101313,82.83373094,1.74563591,2.108036891,3.385049365
2001-11-01,,4.1,131176,14.72,,,15825,8383.4,10167.5,2,8.16,14.96,7.75,122792.6,22.9,-13.9,0.225735859,90.90787168,,140,5.6,1.69832836,88.87027869,182.0894874,-1413,-291,-1.065699266,100.1183016,144.4637783,-1553,-296.6,-1.248938443,100.9909719,142.4541173,-1377,-147,-8.004883153,134.9565069,82.07136189,1.115241636,1.706036745,3.370786517
2001-12-01,,4,131004,14.75,,,15711,8382.5,10158.3,1.9,8.16,15.01,7.76,122621.5,-27.4,-9.2,-0.269004585,90.82561425,,99.3,-0.9,1.198812053,88.86073802,182.0699392,-1727,-172,-1.301127845,99.98702498,144.2743552,-1826.3,-171.1,-1.467522929,100.8502505,142.2556208,-1470,-114,-8.555962982,133.9843084,81.48013692,1.240694789,1.703800786,3.291316527
2002-01-01,,4.8,130869,14.76,,,15587,8421.4,10196.2,2.2,8.23,15.05,7.81,122447.6,17.8,37.9,0.174880138,91.1644791,,138.4,38.9,1.670892189,89.27310697,182.9148566,-1837,-135,-1.384262957,99.88398806,144.1256801,-1975.4,-173.9,-1.587648586,100.7072261,142.053876,-1517,-124,-8.869270346,132.9268293,80.8370501,2.109181141,2.49343832,3.289013296
2002-02-01,,4.7,130733,14.78,,,15515,8385.7,10161.2,2,8.23,15.12,7.8,122347.3,-36.4,-35,-0.356946733,90.85154322,,79.5,-35.7,0.957116371,88.89466041,182.139444,-2045,-136,-1.540164786,99.78018791,143.9759036,-2124.5,-100.3,-1.706812306,100.6247342,141.937516,-1513,-72,-8.885365281,132.3128091,80.46364485,1.73053152,1.5625,2.853166319
2002-03-01,,4.7,130712,14.82,,,15443,8387.2,10164.3,1.9,8.25,15.15,7.84,122324.8,-30.8,3.1,-0.302105914,90.8792604,,82.6,1.5,0.994629482,88.91056152,182.1720243,-2039,-21,-1.535958298,99.76415994,143.9527764,-2121.6,-22.5,-1.704830353,100.6062291,141.9114133,-1495,-72,-8.82630771,131.698789,80.0902396,1.600985222,1.818181818,2.773925104
2002-04-01,,4.8,130634,14.84,,,15392,8375.9,10155.8,2.1,8.27,15.17,7.85,122258.1,-55.3,-8.5,-0.54156751,90.80326169,,48.2,-11.3,0.578791263,88.79077311,181.9265856,-1837,-78,-1.386718603,99.7046275,143.8668752,-1885.2,-66.7,-1.518567655,100.5513716,141.8340333,-1410,-51,-8.391858112,131.2638581,79.82574422,2.351485149,2.614379085,2.698961938
2002-05-01,,4.4,130629,14.88,,,15337,8389.4,10169.2,2.1,8.29,15.24,7.87,122239.6,-60,13.4,-0.586556133,90.92307142,,35.4,13.5,0.423749102,88.93388316,182.2198089,-1803,-5,-1.361453425,99.70081132,143.8613687,-1838.4,-18.5,-1.48164864,100.5361562,141.8125711,-1324,-55,-7.946701879,130.7948149,79.5405041,2.219482121,2.60756193,2.620689655
2002-06-01,,4.6,130685,14.94,,,15298,8376.8,10146.3,2,8.31,15.27,7.88,122308.2,-94.2,-22.9,-0.919876959,90.71832195,,2.1,-12.6,0.025075525,88.80031378,181.9461338,-1617,56,-1.222203746,99.74355256,143.9230413,-1619.1,68.6,-1.30649179,100.5925764,141.8921553,-1217,-39,-7.369058432,130.4622207,79.33824292,2.21402214,2.204928664,2.680412371
2002-07-01,,4.6,130601,14.98,,,15256,8420.3,10169.7,2.1,8.32,15.3,7.91,122180.7,-96,23.4,-0.935152985,90.92754193,,17.5,43.5,0.208263912,89.26144615,182.8909644,-1590,-84,-1.202805032,99.6794407,143.8305324,-1607.5,-127.5,-1.298589042,100.4877138,141.74424,-1126,-42,-6.873397632,130.1040423,79.12042319,2.33702337,2.727272727,2.95532646
2002-08-01,,4.6,130587,15.02,,,15171,8433.1,10192.5,2,8.33,15.34,7.92,122153.9,-55.5,22.8,-0.541569087,91.1313973,,39.2,12.8,0.467005802,89.39713568,183.1689835,-1448,-14,-1.096678911,99.66875539,143.8151142,-1487.2,-26.8,-1.202836274,100.4656721,141.7131488,-1061,-85,-6.536471168,129.3791574,78.67959755,2.083333333,2.590673575,2.876712329
2002-09-01,,4.6,130527,15.07,,,15119,8439,10218.4,2,8.33,15.37,7.93,122088,-9.4,25.9,-0.091906373,91.36296985,,51.3,5.9,0.611609857,89.45968007,183.2971329,-1267,-60,-0.961348772,99.6229612,143.7490364,-1318.3,-65.9,-1.068259886,100.4114725,141.6366969,-998,-52,-6.192219396,128.9356984,78.40991598,2.208588957,2.587322122,2.93715847
2002-10-01,,4.2,130649,15.12,,,15060,8480.1,10277.8,2,8.36,15.45,7.96,122168.9,96.4,59.4,0.946824602,91.89406674,,102.3,41.1,1.221084294,89.89537066,184.1898349,-818,122,-0.622209376,99.71607605,143.8833946,-920.3,80.9,-0.74766917,100.4780089,141.7305506,-912,-59,-5.709992487,128.4325431,78.10393113,2.450980392,2.709677419,3.137789905
2002-11-01,,4,130662,15.15,,,14992,8492.6,10294.8,1.9,8.39,15.48,8,122169.4,127.3,17,1.252028522,92.04606416,,109.2,12.5,1.302574135,90.02787996,184.461338,-514,13,-0.391839971,99.72599812,143.8977115,-623.2,0.5,-0.50752244,100.4784201,141.7311307,-833,-68,-5.263823065,127.8526352,77.75127062,2.818627451,3.225806452,2.921195652
2002-12-01,,4.4,130504,15.21,,,14912,8484.2,10285.6,2,8.43,15.53,8.04,122019.8,127.3,-9.2,1.253162439,91.96380673,,101.7,-8.4,1.213241873,89.93883371,184.2788879,-500,-158,-0.381667735,99.60540677,143.7237065,-601.7,-149.6,-0.490696982,100.3553813,141.5575767,-799,-80,-5.085608809,127.1703906,77.33637589,3.308823529,3.608247423,3.118644068
2003-01-01,,4.2,130596,15.22,,,14866,8530.7,10332.3,1.9,8.44,15.58,8.04,122065.3,136.1,46.7,1.334811008,92.3813526,,109.3,46.5,1.297883962,90.43176831,185.2888792,-273,92,-0.208605552,99.67562452,143.8250259,-382.3,45.5,-0.312215184,100.3928029,141.6103622,-721,-46,-4.62564958,126.7780999,77.09781143,2.55164034,2.944942382,3.116531165
2003-02-01,,4.5,130447,15.29,,,14781,8511.4,10304.2,1.9,8.51,15.63,8.09,121935.6,143,-28.1,1.407314097,92.1301098,,125.7,-19.3,1.498980407,90.22717395,184.8696785,-286,-149,-0.218766494,99.56190229,143.6609326,-411.7,-129.7,-0.336501092,100.2861309,141.4598947,-734,-85,-4.730905575,126.0532151,76.65698579,3.40218712,3.717948718,3.450608931
2003-03-01,,4,130238,15.29,,,14721,8514.3,10297.6,1.8,8.45,15.64,8.04,121723.7,133.3,-6.6,1.31145283,92.07109903,,127.1,2.9,1.515404426,90.25791611,184.9326672,-474,-209,-0.362629292,99.40238588,143.4307614,-601.1,-211.9,-0.491396675,100.1118534,141.2140653,-722,-60,-4.675257398,125.5415316,76.34581475,2.424242424,2.551020408,3.171390014
2003-04-01,,4.3,130194,15.28,,,14609,8532.1,10291.5,1.8,8.45,15.63,8.05,121661.9,135.7,-6.1,1.33618228,92.01655878,,156.2,17.8,1.864874222,90.44660935,185.3192876,-440,-44,-0.336818899,99.36880347,143.3823044,-596.2,-61.8,-0.487656851,100.0610259,141.1423699,-783,-112,-5.087058212,124.5863892,75.76496214,2.176541717,2.547770701,2.964959569
2003-05-01,,4.1,130187,15.33,,,14557,8535.4,10290.6,1.8,8.49,15.69,8.06,121651.6,121.4,-0.9,1.193800889,92.00851186,,146,3.3,1.74029132,90.48159181,185.3909644,-442,-7,-0.338362844,99.36346082,143.3745953,-588,-10.3,-0.481022516,100.0525547,141.1304207,-780,-52,-5.085740366,124.1429302,75.49528057,2.412545235,2.414231258,3.024193548
2003-06-01,,4.3,130197,15.36,,,14493,8551.1,10316.4,1.8,8.5,15.72,8.08,121645.9,170.1,25.8,1.676473197,92.2391903,,174.3,15.7,2.080746825,90.64802349,185.7319722,-488,10,-0.373416995,99.37109318,143.3856082,-662.3,-5.7,-0.541500897,100.0478667,141.123808,-805,-64,-5.262125768,123.5971346,75.1633648,2.286401925,2.538071066,2.81124498
2003-07-01,,4.3,130219,15.4,,,14402,8557,10330.7,1.8,8.52,15.76,8.09,121662,161,14.3,1.583134212,92.36704696,,136.7,5.9,1.623457597,90.71056788,185.8601216,-382,22,-0.292493932,99.38788438,143.4098368,-518.7,16.1,-0.424535135,100.0611082,141.1424859,-854,-91,-5.597797588,122.8210814,74.69142205,2.403846154,2.275600506,2.803738318
2003-08-01,,4,130178,15.42,,,14376,8590.2,10364.9,1.8,8.53,15.78,8.08,121587.8,172.4,34.2,1.691439784,92.67283001,,157.1,33.2,1.862897392,91.06251259,186.5812337,-409,-41,-0.313201161,99.35659169,143.3646836,-566.1,-74.2,-0.463431786,100.0000822,141.056405,-795,-26,-5.240261024,122.5993519,74.55658127,2.400960384,2.02020202,2.663115846
