date,TOT_HRS,AFS_QU,TOT_NFP,TOT_AHE,MFN_HRS,FSD_HRS,MFN_NFP,FSD_NFP,AFS_NFP,TOT_QU,AFS_AHE,MFN_AHE,FSD_AHE,OTH_NFP,AFS_NFP_12ch,AFS_NFP_ch,AFS_NFP_12_pct_ch,AFS_NFP_index,AFS_NFP_index1,FSD_NFP_12ch,FSD_NFP_ch,FSD_NFP_12_pct_ch,FSD_NFP_index,FSD_NFP_index1,TOT_NFP_12ch,TOT_NFP_ch,TOT_NFP_12_pct_ch,TOT_NFP_index,TOT_NFP_index1,OTH_NFP_12ch,OTH_NFP_ch,OTH_NFP_12_pct_ch,OTH_NFP_index,OTH_NFP_index1,MFN_NFP_12ch,MFN_NFP_ch,MFN_NFP_12_pct_ch,MFN_NFP_index,MFN_NFP_index1,AFS_AHE_12_pct_ch,FSD_AHE_12_pct_ch,TOT_AHE_12_pct_ch
1991-10-01,,,108355,10.59,,,16999,6512.4,8081.3,,5.96,11.25,5.65,101842.6,-48.5,1.4,-0.596570641,72.25510533,,-14.1,-1,-0.216042289,69.03628635,141.4509123,-1009,15,-0.922607074,82.70048313,119.331072,-994.9,16,-0.967448645,83.76061065,118.149609,-578,-11,-3.288388235,144.9684462,88.15994191,3.292894281,3.860294118,2.815533981
1991-11-01,,,108298,10.61,,,16961,6525.1,8091.8,,5.95,11.26,5.65,101772.9,-58.9,10.5,-0.722637319,72.34898609,,-11.8,12.7,-0.180513699,69.1709158,141.7267593,-917,-57,-0.839628256,82.65697865,119.2682981,-905.2,-69.7,-0.881590135,83.70328578,118.0687487,-467,-38,-2.679596052,144.64438,87.96286692,2.941176471,3.669724771,2.810077519
1991-12-01,,,108324,10.64,,,16916,6537.4,8100.8,,5.99,11.27,5.68,101786.6,-46.9,9,-0.575622568,72.42945531,,-8,12.3,-0.122223241,69.30130495,141.9939183,-835,26,-0.764939217,82.6768228,119.2969318,-827,13.7,-0.805936055,83.71455336,118.0846423,-479,-45,-2.753664846,144.2606174,87.72948864,3.454231434,4.029304029,2.801932367
1992-01-01,,,108375,10.65,,,16839,6567.9,8128.7,,6,11.24,5.68,101807.1,20.6,27.9,0.254066921,72.67890991,,59.2,30.5,0.909551831,69.62462765,142.6563858,-667,51,-0.611690908,82.71574786,119.3530979,-726.2,20.5,-0.708257707,83.73141362,118.1084248,-491,-77,-2.833237161,143.603957,87.33015247,3.270223752,3.649635037,2.601156069
1992-02-01,,,108314,10.67,,,16829,6569.2,8131.4,,6.01,11.3,5.69,101744.8,38.9,2.7,0.480691999,72.70305068,,66.8,1.3,1.027312992,69.63840862,142.6846221,-422,-61,-0.388095939,82.66919044,119.2859188,-488.8,-62.3,-0.478120696,83.68017489,118.0361493,-382,-10,-2.219510778,143.5186764,87.27829063,3.442340792,3.64298725,2.694898941
1992-03-01,,,108369,10.7,,,16805,6564.5,8126.4,,6.02,11.32,5.69,101804.5,33.6,-5,0.415183867,72.65834555,,59.9,-4.7,0.920886757,69.58858512,142.5825369,-209,55,-0.192488349,82.71116844,119.3464902,-268.9,59.7,-0.263437879,83.72927525,118.1054085,-335,-24,-1.954492415,143.3140031,87.15382222,3.436426117,3.454545455,2.785782901
1992-04-01,,,108527,10.72,,,16831,6598,8159.1,,6.02,11.36,5.7,101929,85.8,32.7,1.062762439,72.95071707,,108.3,33.5,1.66879825,69.94371005,143.3101651,161,158,0.148570585,82.83175979,119.5204951,52.7,124.5,0.051729401,83.83167047,118.2498434,-262,26,-1.532791201,143.5357326,87.288663,1.861252115,2.150537634,2.485659656
1992-05-01,,,108654,10.74,,,16835,6613.8,8177.5,,6.03,11.39,5.7,102040.2,128.2,18.4,1.592685078,73.11523193,,136.5,15.8,2.107359548,70.11120181,143.6533449,411,127,0.379701228,82.92869082,119.6603599,274.5,111.2,0.269737249,83.92312709,118.3788487,-235,4,-1.376684241,143.5698448,87.30940774,2.203389831,2.150537634,2.383222116
1992-06-01,,,108719,10.77,,,16826,6613.8,8175.3,,6.04,11.41,5.71,102105.2,103.6,-2.2,1.283496661,73.09556168,,110.9,0,1.705392979,70.11120181,143.6533449,382,65,0.35260345,82.97830119,119.7319442,271.1,65,0.266217308,83.97658645,118.4542565,-218,-9,-1.279042478,143.4930923,87.26273208,2.199661591,1.964285714,2.376425856
1992-07-01,,,108792,10.79,,,16819,6641.3,8202.2,,6.05,11.43,5.72,102150.7,156.1,26.9,1.940070345,73.33607525,,154.5,27.5,2.381759882,70.40272227,144.2506516,494,73,0.456148775,83.03401745,119.8123389,339.5,45.5,0.333460366,84.014008,118.5070419,-196,-7,-1.151924772,143.4333959,87.22642879,2.023608769,1.779359431,2.371916509
1992-08-01,,,108930,10.82,,,16783,6653.5,8218,,6.06,11.46,5.72,102276.5,162.7,15.8,2.019788214,73.47734344,,159.7,12.2,2.459268841,70.53205135,144.5156386,622,138,0.574288141,83.13934407,119.964318,462.3,125.8,0.4540624,84.11747241,118.652985,-242,-36,-1.42143906,143.1263858,87.03972617,1.848739496,1.598579041,2.462121212
1992-09-01,,,108966,10.82,,,16761,6670.8,8239.6,,6.07,11.45,5.73,102295.2,159.7,21.6,1.97650961,73.67046958,,157.4,17.3,2.416556637,70.71544422,144.8913988,626,36,0.577810596,83.16682059,120.0039647,468.6,18.7,0.460194095,84.13285225,118.6746792,-249,-22,-1.463844797,142.9387685,86.92563012,2.016806723,1.415929204,2.268431002
1992-10-01,,,109147,10.85,,,16751,6729.2,8286.1,,6.07,11.47,5.73,102417.8,204.8,46.5,2.534245728,74.08622725,,216.8,58.4,3.329033843,71.33452768,146.159861,792,181,0.730930737,83.30496638,120.2032995,575.2,122.6,0.564793122,84.23368482,118.8169099,-248,-10,-1.458909348,142.853488,86.87376828,1.845637584,1.415929204,2.455146364
1992-11-01,,,109283,10.87,,,16758,6734.9,8296.6,,6.08,11.49,5.74,102548.1,204.8,10.5,2.530957265,74.18010801,,209.8,5.7,3.215276394,71.39495193,146.2836664,985,136,0.909527415,83.40876653,120.3530759,775.2,130.3,0.761695894,84.34085027,118.9680735,-203,7,-1.196863392,142.9131844,86.91007157,2.18487395,1.592920354,2.450518379
1992-12-01,,,109494,10.89,,,16769,6727.5,8292,,6.08,11.51,5.75,102766.5,191.2,-4.6,2.360260715,74.13897929,,190.1,-7.4,2.907883868,71.31650642,146.1229366,1170,211,1.080093054,83.56980942,120.5854497,979.9,218.4,0.962700395,84.5204737,119.2214437,-147,11,-0.868999764,143.006993,86.96711959,1.502504174,1.232394366,2.34962406
1993-01-01,,,109804,10.93,,,16791,6741.1,8307.5,,6.1,11.55,5.75,103062.9,178.8,15.5,2.199613714,74.27756518,,173.2,13.6,2.637068165,71.46067654,146.4183319,1429,310,1.318569781,83.80641271,120.9268518,1255.8,296.4,1.233509254,84.76424836,119.5653031,-48,22,-0.285052557,143.1946103,87.08121564,1.666666667,1.232394366,2.629107981
1993-02-01,,,110047,10.94,,,16805,6766.6,8335.9,,6.12,11.57,5.78,103280.4,204.5,28.4,2.514942076,74.53149029,,197.4,25.5,3.004932107,71.73099552,146.9721981,1733,243,1.599977842,83.99187916,121.1944671,1535.6,217.5,1.509266321,84.94313158,119.8176292,-24,14,-0.142610969,143.3140031,87.15382222,1.830282862,1.58172232,2.530459231
1993-03-01,,,109998,10.99,,,16795,6717.5,8284.8,,6.13,11.58,5.77,103280.5,158.4,-51.1,1.949202599,74.07460391,,153,-49.1,2.330718257,71.21049898,145.9057341,1629,-49,1.503197409,83.95448058,121.1405035,1476,0.1,1.449837679,84.94321383,119.8177452,-10,-10,-0.059506099,143.2287225,87.10196038,1.827242525,1.405975395,2.710280374
1993-04-01,,,110306,10.99,,,16772,6799.8,8370.7,,6.12,11.63,5.77,103506.2,211.6,85.9,2.593423294,74.84263796,,201.8,82.3,3.058502577,72.08294022,147.6933102,1779,308,1.639223419,84.1895574,121.4797031,1577.2,225.7,1.547351588,85.12884116,120.0795842,-59,-23,-0.35054364,143.0325772,86.98267815,1.661129568,1.228070175,2.518656716
1993-05-01,,,110573,11.02,,,16766,6829.5,8406,,6.12,11.65,5.77,103743.5,228.5,35.3,2.794252522,75.15825614,,215.7,29.7,3.261362605,72.39778232,148.3384014,1919,267,1.766156791,84.39334153,121.7737495,1703.3,237.3,1.669244082,85.32400893,120.3548806,-69,-6,-0.40986041,142.9814088,86.95156104,1.492537313,1.228070175,2.60707635
1993-06-01,,,110752,11.03,,,16742,6843.6,8423.3,,6.12,11.68,5.77,103908.4,248,17.3,3.033527822,75.31293588,,229.8,14.1,3.474553207,72.54725282,148.6446568,2033,179,1.869958333,84.52996085,121.9708817,1803.2,164.9,1.766021711,85.4596312,120.5461844,-84,-24,-0.499227386,142.7767355,86.82709263,1.324503311,1.050788091,2.414113278
1993-07-01,,,111054,11.05,,,16739,6857.1,8438.2,,6.12,11.69,5.77,104196.9,236,14.9,2.877276828,75.44615715,,215.8,13.5,3.249363829,72.69036286,148.9378801,2262,302,2.079197,84.76045825,122.3034735,2046.2,288.5,2.003118921,85.69690849,120.8808789,-80,-3,-0.475652536,142.7511513,86.81153407,1.157024793,0.874125874,2.409638554
1993-08-01,,,111212,11.08,,,16741,6884.1,8465,,6.14,11.72,5.78,104327.9,247,26.8,3.005597469,75.68577662,,230.6,27,3.465845044,72.97658296,149.5243267,2282,158,2.094923345,84.8810496,122.4774785,2051.4,131,2.005739344,85.80464965,121.0328546,-42,2,-0.250253232,142.7682074,86.82190644,1.320132013,1.048951049,2.402957486
1993-09-01,,,111453,11.1,,,16769,6898.3,8489.4,,6.14,11.76,5.78,104554.7,249.8,24.4,3.031700568,75.90393763,,227.5,14.2,3.410385561,73.12711352,149.8327541,2487,241,2.282363306,85.06498958,122.7428911,2259.5,226.8,2.208803541,85.99118167,121.2959697,8,28,0.047729849,143.006993,86.96711959,1.153212521,0.872600349,2.58780037
1993-10-01,,,111736,11.13,,,16778,6940.8,8535.7,,6.16,11.79,5.8,104795.2,249.6,46.3,3.012273567,76.31790708,,211.6,42.5,3.144504547,73.57764515,150.7558645,2589,283,2.372030381,85.28098549,123.0545583,2377.4,240.5,2.321276184,86.18898129,121.5749785,27,9,0.161184407,143.0837455,87.01379525,1.482701812,1.221640489,2.580645161
1993-11-01,,,111999,11.15,,,16800,6944.1,8544.4,,6.18,11.83,5.81,105054.9,247.8,8.7,2.986765663,76.395694,,209.2,3.3,3.106207962,73.61262761,150.8275413,2716,263,2.485290484,85.48171667,123.3441995,2506.8,259.7,2.444511405,86.40257197,121.8762616,42,22,0.250626566,143.2713628,87.1278913,1.644736842,1.219512195,2.575896964
1993-12-01,,,112315,11.18,,,16815,6985.7,8585.9,,6.19,11.88,5.82,105329.3,293.9,41.5,3.544380125,76.76674654,,258.2,41.6,3.837978447,74.05361856,151.7311034,2821,316,2.57639688,85.72289938,123.6922094,2562.8,274.4,2.49380878,86.62825269,122.1945985,46,15,0.274315702,143.3992836,87.20568406,1.809210526,1.217391304,2.662993572
1994-01-01,,,112587,11.21,,,16855,7009.3,8613,,6.21,11.9,5.84,105577.7,305.5,27.1,3.67739994,77.00904832,,268.2,23.6,3.978579164,74.30379613,152.2437011,2783,272,2.534516047,85.93049969,123.9917623,2514.8,248.4,2.440063301,86.83254967,122.4827722,64,40,0.381156572,143.7404059,87.41313142,1.803278689,1.565217391,2.561756633
1994-02-01,,,112783,11.25,,,16862,7015.1,8615.2,,6.22,11.97,5.86,105767.9,279.3,2.2,3.350568025,77.02871857,,248.5,5.8,3.672449975,74.36528044,152.3696785,2736,196,2.486210437,86.08009403,124.2076166,2487.5,190.2,2.408491834,86.98897997,122.703427,57,7,0.339184766,143.8001023,87.44943471,1.633986928,1.384083045,2.833638026
1994-03-01,,,113247,11.25,,,16897,7036.3,8646.3,,6.22,11.95,5.86,106210.7,361.5,31.1,4.363412514,77.30678445,,318.8,21.2,4.745813175,74.59001622,152.8301477,3249,464,2.953690067,86.43423573,124.7186185,2930.2,442.8,2.837128015,87.35316155,123.217128,102,35,0.607323608,144.0985843,87.63095115,1.468189233,1.559792028,2.365787079
1994-04-01,,,113597,11.27,,,16933,7075,8689.3,,6.24,11.96,5.87,106522,318.6,43,3.806133298,77.69124852,,275.2,38.7,4.047177858,75.00026502,153.6707211,3291,350,2.983518576,86.70136848,125.1040726,3015.8,311.3,2.913641888,87.60919073,123.5782733,161,36,0.959933222,144.4055944,87.81765377,1.960784314,1.733102253,2.547770701
1994-05-01,,,113931,11.29,,,16962,7080.6,8692.5,,6.25,11.98,5.88,106850.4,286.5,3.2,3.4082798,77.7198598,,251.1,5.6,3.676696684,75.05962919,153.7923545,3358,334,3.036907744,86.95628945,125.4719059,3106.9,328.4,2.994790035,87.87928384,123.9592566,196,29,1.169032566,144.6529081,87.96805311,2.124183007,1.906412478,2.450090744
1994-06-01,,,114245,11.31,,,17010,7090.1,8703.7,,6.27,12,5.9,107154.9,280.4,11.2,3.32886161,77.81999928,,246.5,9.5,3.60190543,75.16033626,153.9986968,3493,314,3.153893383,87.19594569,125.8177133,3246.5,304.5,3.124386479,88.12972036,124.3125131,268,48,1.600764544,145.0622548,88.21698994,2.450980392,2.253032929,2.538531278
1994-07-01,,,114619,11.34,,,17026,7113.6,8729.8,,6.28,12.03,5.91,107505.4,291.6,26.1,3.455713304,78.05336004,,256.5,23.5,3.740648379,75.40945374,154.5091225,3565,374,3.210150017,87.48139611,126.2295985,3308.5,350.5,3.175238419,88.41798965,124.719135,287,16,1.714558815,145.1987037,88.29996888,2.614379085,2.426343154,2.624434389
1994-08-01,,,114902,11.36,,,17081,7130.2,8748.3,,6.29,12.06,5.92,107771.8,283.3,18.5,3.346721796,78.218769,,246.1,16.6,3.57490449,75.5854261,154.8696785,3690,283,3.317987268,87.69739202,126.5412656,3443.9,266.4,3.301034527,88.63709076,125.0281909,340,55,2.030941999,145.6677469,88.585209,2.442996743,2.422145329,2.527075812
1994-09-01,,,115256,11.39,,,17115,7147.3,8774.3,,6.29,12.09,5.94,108108.7,284.9,26,3.355949773,78.45123565,,249,17.1,3.60958497,75.76669882,155.2410947,3803,354,3.412200659,87.96757772,126.9311249,3554,336.9,3.399177655,88.91417471,125.4190352,346,34,2.063331147,145.9577008,88.76153926,2.442996743,2.76816609,2.612612613
1994-10-01,,,115465,11.42,,,17144,7168.1,8781.1,,6.31,12.12,5.95,108296.9,245.4,6.8,2.874983891,78.51203462,,227.3,20.8,3.274838635,75.9871943,155.6928758,3729,209,3.337330851,88.12709413,127.161296,3501.7,188.2,3.341469838,89.0689601,125.6373698,366,29,2.181428061,146.2050145,88.9119386,2.435064935,2.586206897,2.60557053
1994-11-01,,,115886,11.45,,,17186,7197.7,8822.8,,6.32,12.15,5.96,108688.3,278.4,41.7,3.258274425,78.88487536,,253.6,29.6,3.65202114,76.30097633,156.335795,3887,421,3.470566701,88.44841667,127.6249422,3633.4,391.4,3.458572613,89.39086766,126.0914406,386,42,2.297619048,146.5631929,89.12975832,2.265372168,2.581755594,2.69058296
1994-12-01,,,116166,11.47,,,17217,7227.8,8861.5,,6.38,12.17,5.99,108938.2,275.6,38.7,3.209913929,79.23089303,,242.1,30.1,3.465651259,76.62005873,156.9895743,3851,280,3.428749499,88.66212287,127.9333054,3608.9,249.9,3.426302083,89.59639832,126.3813546,402,31,2.390722569,146.8275627,89.29053003,3.069466882,2.920962199,2.59391771
1995-01-01,,,116492,11.49,,,17262,7293,8932.9,,6.32,12.2,5.94,109199,319.9,71.4,3.714153025,79.86928221,,283.7,65.2,4.047479777,77.31122725,158.4057341,3905,326,3.468428859,88.91093794,128.2923284,3621.3,260.8,3.429985688,89.8108937,126.6839138,407,45,2.414713735,147.2113253,89.52390831,1.771336554,1.712328767,2.497769848
1995-02-01,,,116693,11.52,,,17265,7303.9,8945,,6.35,12.24,5.97,109389.1,329.8,12.1,3.828117745,79.97746862,,288.8,10.9,4.116833687,77.42677536,158.6424848,3910,201,3.466834541,89.06434846,128.5136891,3621.2,190.1,3.423723077,89.96724175,126.9044525,403,3,2.389989325,147.2369094,89.53946686,2.090032154,1.877133106,2.4
1995-03-01,,,116912,11.55,,,17263,7324,8968.4,,6.36,12.24,5.99,109588,322.1,23.4,3.7252929,80.1866886,,287.7,20.1,4.088796669,77.63985032,159.0790617,3665,219,3.23628882,89.23149724,128.7548732,3377.3,198.9,3.17981145,90.13082738,127.1352004,366,-2,2.166064982,147.2198533,89.52909449,2.250803859,2.218430034,2.666666667
1995-04-01,,,117075,11.56,,,17278,7343,8983.2,,6.37,12.25,6,109732,293.9,14.8,3.382320785,80.31901577,,268,19,3.787985866,77.84126446,159.4917463,3478,163,3.061700573,89.35590478,128.9343847,3210,144,3.013462008,90.24926041,127.3022576,345,15,2.037441682,147.3477742,89.60688725,2.083333333,2.214650767,2.573203194
1995-05-01,,,117059,11.59,,,17259,7350.4,8999.8,,6.4,12.28,6.02,109708.6,307.3,16.6,3.535231521,80.46743679,,269.8,7.4,3.810411547,77.91970996,159.6524761,3128,-16,2.745521412,89.343693,128.9167639,2858.2,-23.4,2.67495489,90.23001504,127.2751108,297,-19,1.750972763,147.1857411,89.50834976,2.4,2.380952381,2.657218778
1995-06-01,,,117293,11.63,,,17247,7387.3,9042,,6.39,12.31,6.03,109905.7,338.3,42.2,3.886852718,80.84474804,,297.2,36.9,4.191760342,78.31087742,160.4539531,3048,234,2.667950457,89.52229032,129.1744675,2750.8,197.1,2.567124789,90.39212026,127.5037704,237,-12,1.39329806,147.0834044,89.44611555,1.913875598,2.203389831,2.829354553
1995-07-01,,,117389,11.67,,,17218,7412.4,9070.6,,6.43,12.39,6.06,109976.6,340.8,28.6,3.903869504,81.10046136,,298.8,25.1,4.200404858,78.5769561,160.9991312,2770,96,2.416702292,89.59556102,129.2801921,2471.2,70.9,2.298675229,90.45043208,127.5860229,192,-29,1.127687067,146.8360907,89.29571621,2.388535032,2.538071066,2.91005291
1995-08-01,,,117644,11.69,,,17240,7428.4,9091.5,,6.44,12.39,6.07,110215.6,343.2,20.9,3.923047906,81.28732878,,298.2,16,4.182210878,78.74656801,161.3466551,2742,255,2.386381438,89.79018631,129.5610229,2443.8,239,2.267569067,90.64699801,127.8632915,159,22,0.930858849,147.023708,89.40981226,2.384737679,2.533783784,2.904929577
1995-09-01,,,117888,11.73,,,17247,7450.5,9110.1,,6.45,12.41,6.07,110437.5,335.8,18.6,3.827085921,81.45363184,,303.2,22.1,4.242161376,78.98084446,161.8266725,2632,244,2.283612133,89.97641599,129.8297394,2328.8,221.9,2.154128206,90.82950002,128.1207221,132,7,0.771253287,147.0834044,89.44611555,2.543720191,2.188552189,2.985074627
1995-10-01,,,118039,11.75,,,17216,7430,9093.8,,6.46,12.44,6.08,110609,312.7,-16.3,3.561057271,81.30789314,,261.9,-20.5,3.653687867,78.7635292,161.3814075,2574,151,2.229246958,90.0916647,129.9960353,2312.1,171.5,2.134964159,90.97055048,128.3196826,72,-31,0.419972002,146.8190346,89.28534384,2.377179081,2.18487395,2.88966725
1995-11-01,,,118188,11.78,,,17209,7458.2,9117.7,,6.47,12.45,6.08,110729.8,294.9,23.9,3.342476311,81.52158363,,260.5,28.2,3.619211693,79.06247019,161.9939183,2302,149,1.986434945,90.20538692,130.1601286,2041.5,120.8,1.878307049,91.06990263,128.4598251,23,-7,0.133829862,146.7593382,89.24904056,2.373417722,2.013422819,2.88209607
1995-12-01,,,118322,11.81,,,17231,7471,9132.1,,6.49,12.49,6.1,110851,270.6,14.4,3.053659087,81.65033439,,243.2,12.8,3.364785965,79.19815971,162.2719374,2156,134,1.85596474,90.3076606,130.3077025,1912.8,121.2,1.755857908,91.16958377,128.6004316,14,22,0.081314979,146.9469555,89.3631366,1.724137931,1.83639399,2.964254577
1996-01-01,,,118307,11.87,,,17208,7475.2,9139.9,,6.5,12.6,6.12,110831.8,207,7.8,2.317276584,81.72007439,,182.2,4.2,2.498286028,79.24268284,162.3631625,1815,-15,1.558046905,90.29621206,130.291183,1632.8,-19.2,1.495251788,91.15379269,128.5781573,-54,-23,-0.31282586,146.7508102,89.24385437,2.848101266,3.03030303,3.307223673
1996-02-01,,,118736,11.87,,,17229,7482.1,9157,,6.5,12.56,6.15,111253.9,212,17.1,2.370039128,81.87296592,,178.2,6.9,2.43979244,79.31582797,162.5130321,2043,429,1.750747688,90.62364049,130.7636396,1864.8,422.1,1.704740235,91.50094952,129.0678438,-36,21,-0.208514335,146.9298994,89.35276424,2.362204724,3.015075377,3.038194444
1996-03-01,,,119001,11.89,,,17193,7512,9195.7,,6.52,12.5,6.16,111489,227.3,38.7,2.534454306,82.21898358,,188,29.9,2.566903332,79.63279022,163.1624674,2089,265,1.786814014,90.82589814,131.0554834,1901,235.1,1.734678979,91.69430789,129.3405879,-70,-36,-0.405491514,146.6228893,89.16606161,2.51572327,2.838063439,2.943722944
1996-04-01,,,119165,11.96,,,17204,7521.4,9210,,6.55,12.69,6.18,111643.6,226.8,14.3,2.524712797,82.34684024,,178.4,9.4,2.429524717,79.73243722,163.3666377,2090,164,1.78518044,90.95106891,131.2360961,1911.6,154.6,1.74206248,91.82145891,129.5199425,-74,11,-0.428290311,146.7166979,89.22310964,2.825745683,3,3.460207612
1996-05-01,,,119488,11.97,,,17222,7540.6,9235.4,,6.56,12.71,6.18,111947.4,235.6,25.4,2.617835952,82.57394228,,190.2,19.2,2.58761428,79.93597151,163.7836664,2429,323,2.075021997,91.19759428,131.5918152,2238.8,303.8,2.040678671,92.07131971,129.8723868,-37,18,-0.214380903,146.870203,89.31646095,2.5,2.657807309,3.278688525
1996-06-01,,,119773,12.03,,,17226,7546,9263.4,,6.61,12.76,6.25,112227,221.4,28,2.448573324,82.82429098,,158.7,5.4,2.14828151,79.99321552,163.9009557,2480,285,2.114363176,91.41511666,131.9056849,2321.3,279.6,2.112083359,92.30127719,130.1967563,-21,4,-0.121760306,146.9043152,89.33720568,3.442879499,3.648424544,3.439380911
1996-07-01,,,120023,12.06,,,17223,7567.6,9270.9,,6.63,12.8,6.26,112455.4,200.3,7.5,2.208233193,82.89134866,,155.2,21.6,2.093788786,80.2221916,164.3701129,2634,250,2.243821823,91.60592577,132.1810092,2478.8,228.4,2.253934019,92.48912513,130.4617277,5,-3,0.029039377,146.878731,89.32164713,3.110419907,3.300330033,3.341902314
1996-08-01,,,120203,12.09,,,17255,7580,9283.6,,6.65,12.82,6.28,112623,192.1,12.7,2.112962657,83.00489968,,151.6,12.4,2.040816327,80.35364083,164.639444,2559,180,2.175206555,91.74330832,132.3792427,2407.4,167.6,2.184264297,92.62696802,130.6561637,15,32,0.087006961,147.1516289,89.48760502,3.260869565,3.459637562,3.421727973
1996-09-01,,,120427,12.14,,,17252,7583.9,9287,,6.67,12.85,6.28,112843.1,176.9,3.4,1.941800858,83.03529917,,133.4,3.9,1.79048386,80.39498373,164.7241529,2539,224,2.153739142,91.91427328,132.6259333,2405.6,220.1,2.178245614,92.80798962,130.9115061,5,-3,0.028990549,147.1260447,89.47204647,3.410852713,3.459637562,3.495311168
1996-10-01,,,120676,12.16,,,17268,7601.1,9310.1,,6.75,12.83,6.37,113074.9,216.3,23.1,2.378543623,83.24183684,,171.1,17.2,2.30282638,80.57731653,165.0977411,2637,249,2.234007404,92.10431915,132.9001564,2465.9,231.8,2.229384589,92.99863391,131.1804218,52,16,0.30204461,147.2624936,89.55502541,4.489164087,4.769736842,3.489361702
1996-11-01,,,120975,12.2,,,17277,7621.7,9335,,6.75,12.88,6.37,113353.3,217.3,24.9,2.383276484,83.46446837,,163.5,20.6,2.192217961,80.79569186,165.5451781,2787,299,2.358107422,92.33252685,133.2294443,2623.5,278.4,2.369280898,93.22760444,131.5033992,68,9,0.395142077,147.3392461,89.60170107,4.327666151,4.769736842,3.565365025
1996-12-01,,,121146,12.25,,,17284,7628.9,9347.8,,6.78,12.95,6.39,113517.1,215.7,12.8,2.361997788,83.57891349,,157.9,7.2,2.113505555,80.87201722,165.7015639,2824,171,2.386707459,92.46304028,133.4177661,2666.1,163.8,2.405120387,93.36232201,131.6934268,53,7,0.307585166,147.3989425,89.63800436,4.468412943,4.754098361,3.725656224
1997-01-01,,,121379,12.29,,,17297,7640.5,9359.5,,6.8,12.99,6.4,113738.5,219.6,11.7,2.402652108,83.68352348,,165.3,11.6,2.211312072,80.99498585,165.9535187,3072,233,2.596634181,92.64087436,133.6743684,2906.7,221.4,2.622622749,93.5444128,131.9502773,89,13,0.517201302,147.5098073,89.70542475,4.615384615,4.575163399,3.538331929
1997-02-01,,,121684,12.32,,,17316,7653.3,9379.4,,6.81,12.99,6.42,114030.7,222.4,19.9,2.428743038,83.86144988,,171.2,12.8,2.288127665,81.13067537,166.2315378,2948,305,2.482819027,92.87366147,134.0102641,2776.8,292.2,2.495912503,93.78473316,132.2892643,87,19,0.504962563,147.6718404,89.80396224,4.769230769,4.390243902,3.791069924
1997-03-01,,,121999,12.36,,,17340,7664.2,9389.2,,6.84,13.04,6.44,114334.8,193.5,9.8,2.104244375,83.94907192,,152.2,10.9,2.026091587,81.24622348,166.4682884,2998,315,2.51930656,93.11408095,134.3571727,2845.8,304.1,2.552538815,94.0348407,132.6420567,147,24,0.854999128,147.8765137,89.92843066,4.90797546,4.545454545,3.952901598
1997-04-01,,,122291,12.39,,,17349,7670,9399.7,,6.86,13.03,6.46,114621,189.7,10.5,2.059717698,84.04295268,,148.6,5.8,1.975696014,81.3077078,166.5942659,3126,292,2.623253472,93.33694599,134.6787516,2977.4,286.2,2.666879248,94.27022635,132.9740829,145,9,0.842827249,147.9532662,89.97510632,4.732824427,4.530744337,3.595317726
1997-05-01,,,122552,12.43,,,17362,7684.8,9410.8,,6.87,13.07,6.48,114867.2,175.4,11.1,1.899213894,84.14219806,,144.2,14.8,1.91231467,81.46459881,166.9157255,3064,261,2.564274237,93.53615069,134.9661902,2919.8,246.2,2.608189203,94.47271393,133.2597044,140,13,0.812913715,148.064131,90.04252671,4.725609756,4.854368932,3.842940685
1997-06-01,,,122818,12.46,,,17387,7694.2,9418,,6.87,13.09,6.48,115123.8,154.6,7.2,1.668933653,84.20657344,,148.2,9.4,1.963954413,81.56424581,167.1198957,3045,266,2.542309202,93.73917158,135.2591353,2896.8,256.6,2.581197038,94.68375502,133.5573911,161,25,0.934633693,148.2773324,90.17218131,3.933434191,3.68,3.57439734
1997-07-01,,,123124,12.5,,,17389,7677.1,9398.5,,6.91,13.1,6.51,115446.9,127.6,-19.5,1.376349653,84.03222345,,109.5,-17.1,1.446958084,81.38297308,166.7484796,3101,306,2.583671463,93.97272193,135.5961322,2991.5,323.1,2.660165719,94.94948913,133.9322258,166,2,0.96382744,148.2943885,90.18255368,4.223227753,3.993610224,3.648424544
1997-08-01,,,123093,12.57,,,17452,7701.1,9422.9,,6.94,13.17,6.55,115391.9,139.3,24.4,1.500495497,84.25038446,,121.1,24,1.59762533,81.63739094,167.2697654,2890,-31,2.404266116,93.9490616,135.561992,2768.9,-55,2.458556423,94.9042543,133.8684192,197,63,1.141698059,148.8316561,90.50928327,4.360902256,4.299363057,3.970223325
1997-09-01,,,123604,12.6,,,17465,7723.2,9450.8,,7.04,13.18,6.66,115880.8,163.8,27.9,1.763755788,84.49983906,,139.3,22.1,1.836785823,81.87166739,167.7497828,3177,511,2.638112716,94.33907542,136.124755,3037.7,488.9,2.691967874,95.30635089,134.4356018,213,13,1.234639462,148.9425209,90.57670366,5.547226387,6.050955414,3.789126853
1997-10-01,,,123946,12.67,,,17513,7709.7,9450.2,,7.06,13.29,6.67,116236.3,140.1,-0.6,1.504817349,84.49447445,,108.6,-13.5,1.428740577,81.72855734,167.4565595,3270,342,2.709735159,94.60010227,136.5013986,3161.4,355.5,2.795845939,95.59873244,134.8480243,245,48,1.418809358,149.3518676,90.82564049,4.592592593,4.709576138,4.194078947
