DATE,DDURRX,DHUTRX,DNDGRX,DPCERX,DSERRX,DSEREXHUT
2011-04-01,-0.2966323997167964,0.23953635666831583,0.019751932361338174,0.8070804489514583,1.0701777587346903,0.8306414020663745
2011-07-01,0.5661541839473712,0.5097196706128005,-0.23002471672048996,1.7523407980221561,1.4708367935281799,0.9611171229153794
2011-10-01,1.2861069629407724,-0.21339976298810534,0.1026727331635699,1.3505804347559769,0.042969281700976136,0.25636904468908145
2012-01-01,1.2645691398200827,-0.6227382896638901,0.4500445150470395,2.4352795652528014,0.7945322099952428,1.417270499659133
2012-04-01,0.31957043464195184,0.6789374534552505,0.07808630738863313,0.6803284020282296,0.30600868605540543,-0.3729287673998451
2012-07-01,0.777751912535627,0.22967533508501806,0.20151635101556326,1.0618138725449144,0.14465760677655443,-0.08501772830846363
2012-10-01,0.9406784554239651,-0.46159213573339664,-0.06727939468991656,1.120745243159349,0.3484194082395336,0.8100115439729302
2013-01-01,1.1745837235680616,0.329137781594318,0.8093375118889905,1.8919738350491322,-0.005317997173634924,-0.33445577876795296
2013-04-01,0.259142576196848,0.036752935028949996,0.19270457825989998,0.8263297627246979,0.3950749492041288,0.3583220141751788
2013-07-01,0.4983538002586465,-0.17036657180885065,0.5286301332851127,1.8834099151710415,0.8883481835793339,1.0587147553881844
2013-10-01,0.6105107362092195,0.5086376237159458,0.7811165917686579,3.4131515504656873,2.048036518029497,1.539398894313551
2014-01-01,0.6823112227488614,0.8782343378816545,0.19822809295788485,1.9332340243826351,1.1209749534290148,0.2427406155473603
2014-04-01,1.6122131734010312,-0.41698950152286585,0.6477594941124294,3.4691514569376025,1.3990288980442025,1.8160183995670682
2014-07-01,0.9800119727301003,-0.044322338270726236,0.6527778955991113,3.9344338702065773,2.3907769753658688,2.435099313636595
2014-10-01,1.0672240723651016,0.7528314846184594,0.983181857510647,5.056091701930465,3.0899147473866257,2.337083262768166
2015-01-01,1.0041609258314044,0.7360689743308287,0.533100276556396,3.673223162960304,2.238933057924156,1.502864083593327
2015-04-01,1.1152908106974706,-0.147667522736171,0.5430927691685424,2.9998390506007944,1.4847317990125901,1.632399321748761
2015-07-01,0.6675743571010008,0.34566444498587506,0.8663566071694085,2.757685315995184,1.2996248900452898,0.9539604450594148
2015-10-01,0.5614161441682373,-0.008612430983102813,0.47275456213886763,2.6697106598492892,1.6799243488990876,1.6885367798821902
2016-01-01,0.1356142483541564,0.28453511397897113,0.571264404210019,1.814654540346483,1.0980082644666118,0.8134731504876406
2016-04-01,1.1276697043667163,0.5003978861233894,1.0266319184239299,3.803698229561614,1.8114758369784516,1.3110779508550623
2016-07-01,1.251406745437955,0.3771281211231372,0.01299716980368638,2.8155863534293113,1.7224928434168516,1.3453647222937146
2016-10-01,1.2521554961360413,-0.15954306346520317,0.5320190375499771,2.9243296855308243,1.35367973612906,1.5132227995942633
2017-01-01,-0.019107337505641683,-0.06159103927494229,0.24085573547652112,1.9251933573251945,1.626430339534278,1.6880213788092207
2017-04-01,1.04953103574422,0.5839221556479817,0.9081817935614765,3.2683525869675156,1.4934124196608454,0.9094902640128637
2017-07-01,1.1929283624004599,-0.002755580829134696,0.5077072628889654,2.1642535949122355,0.7158726837960666,0.7186282646252014
2017-10-01,1.8988985682553408,0.35761289312271105,1.0380859020257966,4.042599788672141,1.5065669691406287,1.1489540760179175
2018-01-01,-0.38087260795021755,0.025422646045731058,0.09344991020222138,1.023445000129719,1.1548954271903231,1.1294727811445922
