date,close,vol
2015-01-06,16883.19,-3.0187187907662394
2015-01-07,16885.33,0.012675329721467676
2015-01-08,17167.1,1.6687266402255485
2015-01-09,17197.73,0.17842268059253819
2015-01-13,17087.71,-0.6397355930114035
2015-01-14,16795.96,-1.7073674588344523
2015-01-15,17108.7,1.861995384604409
2015-01-16,16864.16,-1.4293312759005694
2015-01-19,17014.29,0.8902311173518251
2015-01-20,17366.3,2.0689079591331705
2015-01-21,17280.48,-0.49417550082631045
2015-01-22,17329.02,0.2808949751395895
2015-01-23,17511.75,1.0544739402458925
2015-01-26,17468.52,-0.24686282067754028
2015-01-27,17768.3,1.716115618266456
2015-01-28,17795.73,0.1543760517325854
2015-01-29,17606.22,-1.0649183821062613
2015-01-30,17674.39,0.3871927080315807
2015-02-02,17558.04,-0.6582971180334907
2015-02-03,17335.85,-1.2654601538668486
2015-02-04,17678.74,1.977924359059413
2015-02-05,17504.62,-0.9849118206388119
2015-02-06,17648.5,0.821954432601224
2015-02-09,17711.93,0.35940731506927115
2015-02-10,17652.68,-0.3345202922549917
2015-02-12,17979.72,1.8526365401740685
2015-02-13,17913.36,-0.3690824996162356
2015-02-16,18004.77,0.5102895269229135
2015-02-17,17987.09,-0.09819620022916142
2015-02-18,18199.17,1.179067875904316
2015-02-19,18264.79,0.3605658939391354
2015-02-20,18332.3,0.3696182655261726
2015-02-23,18466.92,0.7343322987295675
2015-02-24,18603.48,0.7394844402856648
2015-02-25,18585.2,-0.098261185541626
2015-02-26,18785.79,1.079299657792232
2015-02-27,18797.94,0.06467654541011392
2015-03-02,18826.88,0.153953039535204
2015-03-03,18815.16,-0.06225141924738331
2015-03-04,18703.6,-0.5929261297804578
2015-03-05,18751.84,0.25791826172503196
2015-03-06,18971.0,1.168738641114686
2015-03-09,18790.55,-0.9511886563702499
2015-03-10,18665.11,-0.6675696028056621
2015-03-11,18723.52,0.31293681098047976
2015-03-12,18991.11,1.4291650287979962
2015-03-13,19254.25,1.385595681347751
2015-03-16,19246.06,-0.04253606346650285
2015-03-17,19437.0,0.9920991621142239
2015-03-18,19544.48,0.5529659926943431
2015-03-19,19476.56,-0.34751500167821137
2015-03-20,19560.22,0.429541972504377
2015-03-23,19754.36,0.9925246239561591
2015-03-24,19713.45,-0.2070935226451298
2015-03-25,19746.2,0.16613023088296597
2015-03-26,19471.12,-1.393078161874195
2015-03-27,19285.63,-0.9526416559499262
2015-03-30,19411.4,0.6521435908497741
2015-03-31,19206.99,-1.0530409965278098
2015-04-01,19034.84,-0.8962882783819959
2015-04-02,19312.79,1.4602171596924451
2015-04-03,19435.08,0.6332073201230859
2015-04-06,19397.98,-0.19089193355521505
2015-04-07,19640.54,1.250439478749854
