DATE,TWEXB
1995-01-04,94.3497
1995-01-11,94.3196
1995-01-18,93.7968
1995-01-25,94.0486
1995-02-01,94.0643
1995-02-08,93.6897
1995-02-15,93.9221
1995-02-22,93.4929
1995-03-01,93.2955
1995-03-08,92.8558
1995-03-15,92.7586
1995-03-22,92.9812
1995-03-29,92.4767
1995-04-05,91.6676
1995-04-12,90.6464
1995-04-19,89.7401
1995-04-26,89.6137
1995-05-03,89.579
1995-05-10,89.2847
1995-05-17,90.6186
1995-05-24,90.9926
1995-05-31,89.9972
1995-06-07,90.4096
1995-06-14,90.3436
1995-06-21,90.3029
1995-06-28,90.2402
1995-07-05,90.1247
1995-07-12,90.3588
1995-07-19,90.3746
1995-07-26,90.3945
1995-08-02,90.4966
1995-08-09,91.0734
1995-08-16,92.4882
1995-08-23,93.4970
1995-08-30,93.4119
1995-09-06,93.381
1995-09-13,93.91
1995-09-20,94.7413
1995-09-27,93.4106
1995-10-04,93.3645
1995-10-11,93.5366
1995-10-18,93.621
