0,10.0791620666
1,10.2546724537
2,10.3488462243
3,10.3550407648
4,10.3579015424
5,10.3655850102
6,10.4180163112
7,10.4373751919
8,10.437756228
9,10.4696816558
10,10.4923014674
11,10.5091141356
12,10.51246477
13,10.5192676095
14,10.5592443439
15,10.5663301528
16,10.5832708326
17,10.6103403802
18,10.6105376383
19,10.621376125
20,10.6251735979
21,10.6259265094
22,10.6345324561
23,10.6379685966
24,10.6457819764
25,10.658670124
26,10.6634051367
27,10.6747062685
28,10.6826289263
29,10.6846685039
30,10.6863840252
31,10.6895329155
32,10.6947138033
33,10.7019177458
34,10.7130167878
35,10.7400421964
36,10.7405835504
37,10.7434586375
38,10.7648151063
39,10.7743624209
40,10.7918108153
41,10.7930646309
42,10.7982890356
43,10.8065309243
44,10.8092429825
45,10.8099703434
46,10.8140217473
47,10.8266744511
48,10.8272105962
49,10.8290154898
50,10.8359665446
51,10.855415662
52,10.8591912868
53,10.860248217
54,10.8678824991
55,10.8715924431
56,10.8716873891
57,10.8726742938
58,10.8811179446
59,10.8877733249
60,10.8932517696
61,10.9228762424
62,10.9238860157
63,10.9301741016
64,10.9332319619
65,10.9491384897
66,10.9504907075
67,10.9532946769
68,10.956300201
69,10.9596793475
70,10.9649516456
71,10.9652802431
72,10.9670769714
73,10.976576884
74,10.9939164484
75,10.9973887615
76,10.9991621972
77,10.9996301273
78,11.0063906226
79,11.0102168093
80,11.0135342188
81,11.0170705521
82,11.0185799616
83,11.0199561312
84,11.0205780625
85,11.0216083076
86,11.0217390565
87,11.0271338589
88,11.0278163197
89,11.0300230023
90,11.0301688611
91,11.0380138111
92,11.03945985
93,11.0423776877
94,11.0506677585
95,11.0640569083
96,11.0700388242
97,11.0716103565
98,11.0745755295
99,11.0790917461
100,11.0858280567
101,11.0858587123
102,11.0950283993
103,11.1056637439
104,11.1073903544
105,11.1144756918
106,11.1203272226
107,11.1229743895
108,11.1317968085
109,11.1395257238
110,11.1400195079
111,11.1432376482
112,11.1586191422
113,11.1600006235
114,11.160825753
115,11.162502366
116,11.1710687581
117,11.171884809
118,11.1768931316
119,11.1776205468
120,11.1778302798
121,11.1838239974
122,11.1880675206
123,11.1900444479
124,11.1924860136
125,11.1952239509
126,11.1969673672
127,11.1998708822
128,11.2001170192
129,11.2032976704
130,11.2061964796
131,11.2087887544
132,11.21190145
133,11.2138588337
134,11.2172515426
135,11.2323646428
136,11.2346787393
137,11.2466003667
138,11.2544655685
139,11.2612666917
140,11.2648230156
141,11.2748713009
142,11.2936120692
143,11.2955154455
144,11.3021920879
145,11.3033889171
146,11.3138767867
147,11.3229386047
148,11.3236155464
149,11.3241471078
150,11.3315834283
151,11.3399996298
152,11.3411045826
153,11.3487581188
154,11.3505359389
155,11.3511827048
156,11.3513590229
157,11.3573821492
158,11.3775065779
159,11.385194361
160,11.3915146067
161,11.3958072083
162,11.4056408773
163,11.4061083334
164,11.4086976409
165,11.4171191621
166,11.4198777239
167,11.4219060666
168,11.4257540752
169,11.439257396
170,11.4445502598
171,11.4759813584
172,11.4774019089
173,11.4817752972
174,11.4824456387
175,11.4834863556
176,11.4972431376
177,11.5018240719
178,11.5141746844
179,11.5311582332
180,11.5402292995
