0,2.6
1,2.9
2,3.3
3,3.4
4,3.8
5,4.0
6,3.1
7,3.1
8,3.8
9,3.4
10,3.4
11,3.1
12,4.2
13,3.3
14,4.1
15,3.0
16,4.0
17,3.7
18,3.1
19,3.1
20,3.9
21,3.8
22,3.1
23,3.4
24,3.0
25,3.4
26,3.1
27,3.9
28,4.1
29,3.2
30,3.6
31,4.4
32,4.5
33,3.6
34,4.0
35,3.9
36,4.7
37,3.4
38,3.5
39,4.4
40,4.0
41,3.5
42,4.7
43,3.4
44,4.4
45,3.3
46,3.4
47,4.7
48,3.7
49,4.0
50,4.5
51,4.2
52,4.5
53,5.6
54,3.6
55,4.5
56,4.0
57,4.6
58,5.1
59,4.1
60,3.8
61,4.0
62,2.7
63,3.5
64,4.0
65,4.0
66,3.7
67,4.2
68,3.8
69,5.3
70,4.5
71,3.7
72,5.1
73,4.3
74,4.1
75,4.5
76,4.1
77,3.9
78,4.5
79,4.8
80,4.8
81,4.1
82,3.9
83,4.5
84,5.4
85,4.6
86,4.3
87,3.1
88,4.5
89,3.9
90,4.1
91,4.6
92,4.8
93,5.4
94,3.8
95,4.0
96,5.8
97,4.5
98,5.5
99,5.4
100,4.7
101,5.3
102,4.8
103,4.7
104,4.3
105,4.1
106,5.3
107,4.3
108,4.0
109,4.2
110,3.9
111,6.1
112,4.9
113,4.4
114,4.9
115,4.7
116,4.4
117,4.9
118,4.4
119,4.7
120,5.1
121,4.9
122,5.7
123,4.6
124,4.6
125,4.8
126,4.9
127,5.5
128,4.1
129,5.1
130,5.9
131,4.7
132,4.8
133,6.0
134,4.5
135,6.3
136,3.4
137,4.5
138,4.3
139,4.6
140,4.9
141,3.5
142,4.9
143,5.0
144,4.6
145,5.0
146,4.8
147,5.9
148,4.3
149,6.0
150,5.9
151,4.4
152,5.2
153,4.4
154,5.3
155,5.3
156,5.0
157,5.2
158,4.4
159,5.3
160,5.5
161,4.7
162,5.6
163,5.3
164,5.3
165,5.9
166,5.0
167,5.1
168,5.2
169,5.5
170,5.0
171,5.3
172,5.4
173,5.1
174,6.2
175,6.2
176,5.9
177,5.5
178,5.9
179,5.6
180,4.4
181,4.5
182,5.6
183,5.1
184,5.6
185,4.7
186,4.8
187,5.0
188,5.4
189,5.3
190,4.6
191,5.3
192,4.9
193,4.9
194,5.6
195,5.9
196,5.4
197,4.9
198,6.3
199,5.2
200,5.1
201,6.8
202,5.5
203,6.7
204,4.8
205,4.8
206,4.5
207,5.3
208,5.8
209,5.4
210,4.7
211,5.3
212,5.8
213,7.3
214,5.0
215,5.9
216,5.3
217,5.0
218,4.6
219,7.1
220,6.5
221,6.6
222,5.9
223,6.4
224,6.7
225,6.8
226,6.2
227,5.5
228,4.9
229,5.1
230,5.1
231,7.3
232,5.3
233,5.0
234,5.1
235,5.1
236,5.5
237,4.9
238,6.1
239,6.0
240,5.5
241,5.0
242,6.6
243,5.4
244,4.8
245,5.2
246,5.5
247,5.0
248,6.3
249,5.1
250,5.9
251,5.7
252,5.4
253,5.6
254,5.5
255,7.4
256,6.0
257,6.5
258,7.2
259,4.6
260,5.8
261,4.3
262,5.1
263,4.3
264,6.6
265,6.1
266,5.7
267,7.1
268,5.5
269,5.6
270,6.3
271,6.0
272,6.6
273,6.0
274,5.9
275,6.3
276,6.0
277,5.9
278,5.8
279,6.1
280,7.7
281,7.8
282,6.4
283,6.5
284,6.1
285,7.7
286,6.1
287,5.6
288,4.4
289,5.4
290,5.9
291,4.8
292,4.9
293,4.7
294,7.3
295,6.6
296,6.5
297,6.0
298,7.9
299,5.9
300,6.3
301,6.7
302,5.2
303,6.3
304,7.5
305,8.2
306,5.2
307,6.6
308,6.8
309,6.8
310,4.9
311,6.3
312,6.4
313,6.5
314,7.7
315,5.1
316,6.5
317,5.2
318,6.7
319,5.8
320,7.3
321,5.6
322,7.2
323,5.9
324,8.2
325,7.4
326,7.3
327,6.6
328,6.5
329,6.3
330,6.8
331,5.6
332,7.7
333,7.0
334,7.2
335,6.9
336,8.6
337,5.9
338,7.6
339,8.2
340,7.1
341,7.6
342,7.4
343,6.5
344,5.5
345,5.9
346,7.5
347,8.6
348,7.1
349,6.3
350,7.2
351,6.1
352,5.7
353,7.5
354,7.6
355,7.7
356,7.7
357,7.9
358,9.1
359,8.1
360,7.8
361,9.2
362,8.5
363,7.4
364,6.2
365,6.9
366,9.1
367,8.5
368,9.6
369,6.4
370,8.2
371,8.6
372,8.4
373,10.4
374,8.5
375,7.4
376,11.1
377,10.7
378,11.7
379,11.1
380,11.1
381,11.7
382,13.0
383,12.5
384,15.5
385,16.4
386,21.4
