0,10.047068281
1,10.1814601401
2,10.2785278168
3,10.2386732476
4,10.4046567023
5,10.310917396
6,10.4736192822
7,10.3319527849
8,10.4278017945
9,10.3940900606
10,10.5130900674
11,10.5160752252
12,10.6186652689
13,10.4686024782
14,10.5392439393
15,10.5816987445
16,10.669954895
17,10.6118681137
18,10.6265332834
19,10.6039330356
20,10.6695598631
21,10.6301662163
22,10.6445673869
23,10.6181760441
24,10.5992562938
25,10.6104883274
26,10.6823306619
27,10.7521844338
28,10.7264561272
29,10.6645970738
30,10.6879140727
31,10.6470188643
32,10.6134181011
33,10.6960727453
34,10.7489480116
35,10.7608771765
36,10.7255335368
37,10.7550904188
38,10.790267081
39,10.6807230922
40,10.7563697912
41,10.7781017582
42,10.8034049703
43,10.7815778506
44,10.8288965861
45,10.8461475394
46,10.7861180829
47,10.762742216
48,10.7512424513
49,10.8307775699
50,10.8262572505
51,10.8552033416
52,10.8276075555
53,10.8477046871
54,10.8763854352
55,10.8915220354
56,10.8426350666
57,10.8283811732
58,10.8596910657
59,10.8727881047
60,10.9554623584
61,10.8760830006
62,10.8766877784
63,10.9663690312
64,10.8916337215
65,10.9729113037
66,10.9656260186
67,10.8488709586
68,10.9104413193
69,10.8746073207
70,10.9521565124
71,10.9312659904
72,10.9338210005
73,10.8924337736
74,10.9576950472
75,10.9606179067
76,10.9758243098
77,10.9913253375
78,10.9746943855
79,10.9601487373
80,10.9849536824
81,11.0161342302
82,11.0277026086
83,10.9504380579
84,10.9804845721
85,11.0016997612
86,11.0250999654
87,11.0540437572
88,11.0166271405
89,11.0412724763
90,10.9681120789
91,10.9724822039
92,11.0233393442
93,11.024513436
94,10.9878994918
95,11.0287742286
96,11.0186127496
97,11.0185799616
98,11.030557714
99,11.0133364731
100,11.0327745255
101,11.0490947441
102,11.0446004261
103,11.1116565406
104,11.0439772785
105,11.0798784493
106,11.0855521143
107,11.0922451911
108,11.0889653742
109,11.115458288
110,11.0595665409
111,11.0766969794
112,11.1500024711
113,11.1368929375
114,11.0227844324
115,11.127321806
116,11.1637934302
117,11.1470511938
118,11.144235775
119,11.1286443825
120,11.196473479
121,11.1347204025
122,11.2362097087
123,11.1247451111
124,11.1794507313
125,11.135420795
126,11.212509324
127,11.1953338621
128,11.1758010157
129,11.1805388707
130,11.1256734863
131,11.1931471069
132,11.1946742134
133,11.1640627828
134,11.1914383879
135,11.1963911406
136,11.2334893014
137,11.2222522569
138,11.1999529346
139,11.2021521637
140,11.2423102549
141,11.2131438204
142,11.2769372733
143,11.1993100105
144,11.2383307121
145,11.2631683948
146,11.2025614239
147,11.2870281255
148,11.3299156714
149,11.2989026926
150,11.3187701648
151,11.4523258428
152,11.2781520482
153,11.3425759564
154,11.3389410574
155,11.3308398803
156,11.3798054163
157,11.3769568189
158,11.3292910468
159,11.4062529779
160,11.3251731885
161,11.3652140088
162,11.3891746575
163,11.3698053904
164,11.3804221152
165,11.3975707286
166,11.2868275538
167,11.4233508056
168,11.3809585622
169,11.4526020478
170,11.459851639
171,11.4493464833
172,11.3880536129
173,11.4193727399
174,11.4724679873
175,11.4481522496
176,11.3934322177
177,11.4519432792
178,11.4718638584
179,11.4227928584
180,11.5520115537
181,11.5006403105
182,11.5329241515
183,11.5265521979
184,11.547162627
185,11.5367689367
186,11.576257008
187,11.5208440302
188,11.4926105065
189,11.5451990255
190,11.5593700232
191,11.4878947952
192,11.5726838293
193,11.5682750216
194,11.6394788176
195,11.621232635
196,11.6561942945
197,11.6122819927
198,11.657216267
199,11.5978271181
200,11.6422505234
201,11.6249050263
202,11.6634897213
203,11.6444272994
204,11.6481379438
205,11.6529917089
206,11.6590151708
207,11.6441291506
208,11.7253720067
209,11.6999691881
210,11.7553774038
211,11.7267537637
212,11.6864332947
213,11.7087471502
214,11.7430207966
215,11.7079164249
216,11.7679707029
217,11.7319083728
218,11.6797018188
219,11.8016020427
220,11.7957708595
221,11.7984351796
222,11.7534137234
223,11.8444784792
224,11.7718839363
225,11.8279697542
226,11.8122890422
227,11.8149097711
228,11.7883274448
229,11.8548329041
230,11.8675883861
231,11.897030734
232,11.9169829161
233,11.9249887571
234,11.9302730296
235,11.9648987705
236,11.9130429668
237,11.8667814393
238,11.9421722017
239,12.002854263
240,11.9610157409
241,11.9776652645
242,11.9510255452
243,11.9703186659
244,12.0040604952
245,12.0688372587
246,12.0497813429
247,12.0473640944
248,11.9917029908
249,12.0485646696
250,12.0527990809
251,12.1118828379
252,12.022888717
253,12.0585929981
254,11.9983532776
255,12.1143739365
256,12.10397901
257,12.0740658045
258,12.0529272935
259,12.1505335082
260,12.1455102093
261,12.1085039171
262,12.1616817902
263,12.0728726266
264,12.1797902699
265,12.0894433191
266,12.1471556274
267,12.2709423618
268,12.1691804193
269,12.1635773769
270,12.2057225843
271,12.2170125856
272,12.2117166879
273,12.2369558131
274,12.2092476
275,12.2000344523
276,12.245442386
277,12.3097026647
278,12.3089315347
279,12.2719399709
280,12.2955019304
281,12.371604033
282,12.3482664112
283,12.416584755
284,12.3921039793
285,12.3582871665
286,12.3982909014
287,12.3875563514
288,12.438362244
289,12.417548392
290,12.4768895471
291,12.4867527614
292,12.4099192017
293,12.476256259
294,12.4890612207
295,12.5459426745
296,12.495468249
297,12.5620463437
298,12.5896874312
299,12.479722982
300,12.56831009
301,12.5964647241
302,12.612140905
303,12.6266792077
304,12.6238285777
305,12.6203190846
306,12.5973306422
307,12.6288339745
308,12.7009213148
309,12.7009213148
310,12.6485605403
311,12.7124503921
312,12.7387047698
313,12.6888413287
314,12.6918204325
315,12.7436502234
316,12.7489491095
317,12.7684845208
318,12.7534943874
319,12.8033199725
320,12.8403001563
321,12.806213241
322,12.8577361544
323,12.9192136116
324,12.8889169331
325,12.8903102535
326,12.8745120884
327,12.89581905
328,12.9098679332
329,12.9683423558
330,12.994420909
331,12.9973510231
332,13.0281186298
333,13.0205764688
334,13.0411099371
335,13.1228452613
336,13.1637432963
337,13.1284090653
338,13.183307948
339,13.2521645715
340,13.2736310482
341,13.2673464485
342,13.3009596707
343,13.2977006004
344,13.3457165068
345,13.3687624116
346,13.3681854168
347,13.3446201356
348,13.4312147898
349,13.5825363436
350,13.5706631732
351,13.7892815657
352,13.7075522265
353,13.7813724266
354,13.7829491424
355,13.8095890605
356,13.8096805967
357,13.8103975086
358,13.8405016626
359,13.8770514657
360,13.8485777617
361,13.8742378516
362,13.9543494658
363,13.9612511145
364,13.9747101847
365,13.9680874286
366,14.1524691049
367,14.1498075734
368,14.1266664518
369,14.2037284509
370,14.189859198
371,14.43044157
372,14.4189616701
373,14.4459969201
374,14.4598781243
375,14.5398041149
376,14.6858838355
377,14.7387796841
378,14.8028441121
379,14.8772731604
380,14.8562295746
381,14.9462414765
382,14.9558196584
383,15.0468668877
384,15.3413090021
385,15.6378284914
386,16.0622364751
