,exp,imp,val_exp_ijp
1748,ZAF,MUS,5.02702617645
1749,ZAF,MEX,262.651000977
1750,ZAF,MOZ,7.73213291168
1751,ZAF,NZL,119.218002319
1752,ZAF,POL,199.920913696
1753,ZAF,RUS,26.9461631775
1754,ZAF,ZWE,1100.81311035
1755,ZAF,ESP,1.23399996758
1756,ZAF,CHE,80.4203643799
1757,ZAF,THA,5.86319971085
1758,ZAF,UGA,27.3199996948
1759,ZAF,EGY,2.56599998474
1760,ZAF,GBR,39.03099823
1761,ZAF,TZA,6.23721837997
1762,ZAF,USA,504.034606934
1763,ZAF,ZMB,23.316619873
1764,ZWE,SEN,1.00899994373
1765,ESP,DZA,78.5824356079
1766,ESP,AND,2.47668933868
1767,ESP,AUS,53.5929985046
1768,ESP,AUT,32.2181053162
1769,ESP,ARM,13.484000206
1770,ESP,BEL,104.69216156
1771,ESP,BIH,48.3880004883
1772,ESP,BRA,29.9875450134
1773,ESP,BGR,11.4300003052
1774,ESP,CAN,5.18249797821
1775,ESP,CHL,133.461242676
1776,ESP,COL,30.1322021484
1777,ESP,CUB,8.96199989319
1778,ESP,CZE,306.545013428
1779,ESP,DNK,51.3135948181
1780,ESP,DOM,75.9246139526
1781,ESP,SLV,7.01247024536
1782,ESP,ETH,28.8169994354
1783,ESP,EST,2.33299994469
1784,ESP,FRA,751.122558594
1785,ESP,PYF,2.50099992752
1786,ESP,DEU,1108.45947266
1787,ESP,GIB,5.58400011063
1788,ESP,GRC,67.8865509033
1789,ESP,GTM,1.65999996662
1790,ESP,HKG,43.1930007935
1791,ESP,IDN,17.1410007477
1792,ESP,ISR,21.2797451019
1793,ESP,ITA,850.468200684
1794,ESP,CIV,8.46199989319
1795,ESP,JPN,1.58800005913
1796,ESP,KAZ,17.2700004578
1797,ESP,JOR,6.82000017166
1798,ESP,KOR,77.5282211304
1799,ESP,KWT,16.4489994049
1800,ESP,LBN,35.5792350769
1801,ESP,MRT,7.04099988937
1802,ESP,MUS,2.68300008774
1803,ESP,MEX,38.4027366638
1804,ESP,TWN,8.0609998703
1805,ESP,MAR,1842.95471191
1806,ESP,OMN,1.4279999733
1807,ESP,NLD,676.78125
1808,ESP,NER,80.2389984131
1809,ESP,NOR,1.72099995613
1810,ESP,PAK,37.7383117676
1811,ESP,PAN,17.817609787
1812,ESP,PHL,11.1870002747
1813,ESP,POL,259.036315918
1814,ESP,PRT,8270.59570312
1815,ESP,QAT,5.83199977875
1816,ESP,ROU,416.78717041
1817,ESP,RUS,5.2181558609
1818,ESP,SEN,71.7860031128
1819,ESP,SRB,9.59169960022
1820,ESP,IND,1.24673104286
1821,ESP,SGP,4.44600009918
1822,ESP,SVK,7.43499994278
1823,ESP,VNM,30.1989994049
1824,ESP,SVN,17.1136741638
1825,ESP,ZAF,3.90100002289
1826,ESP,CHE,82.7684173584
1827,ESP,THA,11.1236791611
1828,ESP,TUN,1323.79394531
1829,ESP,TUR,20.3981513977
1830,ESP,UKR,27.3059997559
1831,ESP,EGY,36.7060012817
1832,ESP,GBR,29.5778312683
1833,ESP,USA,1.40769279003
1834,SWE,AUS,13.4440002441
1835,SWE,BEL,16.1065578461
1836,SWE,CHL,7.89099979401
1837,SWE,DNK,56.7894592285
1838,SWE,EST,457.820007324
1839,SWE,FIN,58.4483528137
1840,SWE,FRA,20.8059825897
1841,SWE,DEU,399.283843994
1842,SWE,ITA,167.81312561
1843,SWE,JPN,30.6590003967
1844,SWE,LVA,32.3128166199
1845,SWE,MEX,112.334999084
1846,SWE,NLD,457.820007324
1847,SWE,NOR,15.4283008575
1848,SWE,POL,148.361022949
1849,SWE,PRT,35.5102348328
1850,SWE,ROU,5.18400001526
1851,SWE,RUS,1.46099996567
1852,SWE,VNM,44.0620002747
1853,SWE,USA,26.5816230774
1854,CHE,AUT,28.1640491486
1855,CHE,BEL,7.52621603012
1856,CHE,BIH,45.7900238037
1857,CHE,BRA,2.53562617302
1858,CHE,CAN,13.4688520432
1859,CHE,LKA,1.50776922703
1860,CHE,CHN,20.6523799896
1861,CHE,COL,3.19000005722
1862,CHE,HRV,1.86199998856
1863,CHE,CZE,104.2733078
1864,CHE,DNK,1.21102178097
1865,CHE,FIN,1.27199995518
1866,CHE,FRA,849.775390625
1867,CHE,DEU,56437.5234375
1868,CHE,HKG,10.4801692963
1869,CHE,HUN,3.45399999619
1870,CHE,IDN,80.3524856567
1871,CHE,ITA,131.10168457
1872,CHE,JPN,18.7251758575
1873,CHE,KOR,1.33299994469
1874,CHE,MEX,69.3453826904
1875,CHE,NLD,10.5452728271
1876,CHE,PHL,1.41799998283
1877,CHE,POL,5121.46386719
1878,CHE,PRT,2.1659989357
1879,CHE,ROU,9.83547115326
1880,CHE,SAU,2.9849998951
1881,CHE,IND,17.4352779388
1882,CHE,SGP,5.458091259
1883,CHE,SVK,19.5500297546
1884,CHE,ZAF,2.22699999809
1885,CHE,ESP,20.4267692566
1886,CHE,SWE,35.5264625549
1887,CHE,THA,11.2980003357
1888,CHE,ARE,6.01700019836
1889,CHE,TUN,1.6779999733
1890,CHE,UKR,1.1779999733
1891,CHE,EGY,4.27099990845
1892,CHE,GBR,2.27699995041
1893,CHE,USA,30.8449993134
1894,SYR,JOR,680.169006348
1895,TJK,DZA,82.2409973145
1896,THA,DZA,474.967987061
1897,THA,AUS,3.56766629219
1898,THA,AUT,68.2570037842
1899,THA,BGD,4.007999897
1900,THA,BOL,1.06936645508
1901,THA,MMR,194.542007446
1902,THA,KHM,541.54498291
1903,THA,CAN,1.79400002956
1904,THA,LKA,652.013977051
1905,THA,CHN,20085.0625
1906,THA,CZE,9279.5
1907,THA,DNK,8.55832099915
1908,THA,DOM,1551.31494141
1909,THA,SLV,2.8180000782
1910,THA,FJI,26.0154132843
1911,THA,FRA,47.4584884644
1912,THA,PYF,11.281999588
1913,THA,DEU,41.8116607666
1914,THA,HKG,24.702999115
1915,THA,IDN,3085.65161133
1916,THA,IRL,3.54341053963
1917,THA,ISR,41.496131897
1918,THA,ITA,117.48072052
1919,THA,JPN,1273.05041504
1920,THA,KAZ,8.61900043488
1921,THA,JOR,57.4169998169
1922,THA,KOR,87.0126571655
1923,THA,KWT,218.514846802
1924,THA,LAO,39.4000015259
1925,THA,LTU,2.73699998856
1926,THA,MYS,176.052352905
1927,THA,MUS,35.7462997437
1928,THA,MEX,94.9360580444
1929,THA,TWN,7.08900022507
1930,THA,MNG,30.1210002899
1931,THA,MAR,2.19400000572
1932,THA,OMN,111.832221985
1933,THA,NLD,1.46951758862
1934,THA,NZL,16.4676475525
1935,THA,PAK,1.92999994755
1936,THA,PHL,5.60294723511
1937,THA,POL,143.17300415
1938,THA,QAT,2.16400003433
1939,THA,RUS,1.0759999752
1940,THA,IND,65.5046768188
1941,THA,SGP,8.11096858978
1942,THA,SVK,22.1235904694
1943,THA,VNM,20484.6289062
1944,THA,ZAF,41.5550003052
1945,THA,ESP,7.63349866867
1946,THA,SWE,11.0782117844
1947,THA,CHE,8.15900039673
1948,THA,ARE,724.312011719
1949,THA,TUN,2347.48608398
1950,THA,UGA,1.03999996185
1951,THA,GBR,194.70475769
1952,THA,USA,13583.7265625
1953,THA,YEM,69.7389984131
1954,TTO,LCA,4.13500022888
1955,ARE,DZA,209.966003418
1956,ARE,BEL,1.9129999876
1957,ARE,BDI,1.02400004864
1958,ARE,CMR,8.15999984741
1959,ARE,CAN,71.0569992065
1960,ARE,FRA,6.67100000381
1961,ARE,ITA,2.88499999046
1962,ARE,KWT,9.67599964142
1963,ARE,MWI,68.5350036621
1964,ARE,MDV,53.5130004883
1965,ARE,MUS,49.486000061
1966,ARE,OMN,1714.58996582
1967,ARE,NZL,2.40700006485
1968,ARE,NER,1.91600000858
1969,ARE,NGA,64.5859985352
1970,ARE,NOR,57.3409996033
1971,ARE,PAK,1.01600003242
1972,ARE,RWA,2.20499992371
1973,ARE,IND,501.533996582
1974,ARE,ZAF,21.4920005798
1975,ARE,UGA,16.2220001221
1976,ARE,GBR,60.9729995728
1977,ARE,ZMB,11.593000412
1978,TUN,BEL,4.03499984741
1979,TUN,FRA,37.2459983826
1980,TUR,ALB,319.316680908
1981,TUR,DZA,1901.44641113
1982,TUR,AZE,208.158096313
1983,TUR,BEL,81.1828460693
1984,TUR,BIH,33.5808105469
1985,TUR,BGR,33.9910011292
1986,TUR,CAN,10.6649999619
1987,TUR,COL,19.267999649
1988,TUR,HRV,15.8636217117
1989,TUR,CYP,3.33400011063
1990,TUR,CZE,7.25
1991,TUR,DNK,6.58300018311
1992,TUR,ETH,5.70699977875
1993,TUR,EST,126.066757202
1994,TUR,FIN,40.2309989929
1995,TUR,FRA,194.081069946
1996,TUR,GAB,1.80599999428
1997,TUR,GEO,29.2546730042
1998,TUR,DEU,240.689834595
1999,TUR,GRC,7.73135566711
2000,TUR,HUN,18.2307949066
2001,TUR,IRN,347.04598999
2002,TUR,IRQ,140.645996094
2003,TUR,IRL,57.1660003662
2004,TUR,ISR,23.4914779663
2005,TUR,ITA,825.098999023
2006,TUR,KAZ,28.8303508759
2007,TUR,JOR,40.762802124
2008,TUR,KOR,9.39299964905
2009,TUR,KWT,38.2591133118
2010,TUR,KGZ,24.3910007477
2011,TUR,LBN,80.191444397
2012,TUR,LVA,1.52799999714
2013,TUR,LBY,46.2869987488
2014,TUR,LTU,148.720001221
2015,TUR,MYS,3.67000007629
2016,TUR,MDV,23.4249992371
2017,TUR,MRT,20.6800003052
2018,TUR,MEX,3.45199990273
2019,TUR,MDA,17.6408481598
2020,TUR,MNE,18.2240562439
2021,TUR,MAR,107.891960144
2022,TUR,MOZ,4.12200021744
2023,TUR,NLD,90.3089752197
2024,TUR,NZL,132.849884033
2025,TUR,PAK,12.5349998474
2026,TUR,POL,232.544891357
2027,TUR,QAT,123.070999146
2028,TUR,ROU,106.165428162
2029,TUR,RUS,340.296020508
2030,TUR,SAU,23.9009990692
2031,TUR,SEN,17.2490005493
2032,TUR,SRB,211.365783691
2033,TUR,IND,6.64499998093
2034,TUR,SGP,16.952999115
2035,TUR,VNM,71.216003418
2036,TUR,ZAF,42.5730018616
2037,TUR,ESP,369.609375
2038,TUR,SDN,14.1149997711
2039,TUR,SWE,2.25999999046
2040,TUR,CHE,117.286682129
2041,TUR,SYR,38.4990005493
2042,TUR,THA,5.17600011826
2043,TUR,TUN,105.957000732
2044,TUR,TKM,227.184997559
2045,TUR,UGA,2.6099998951
2046,TUR,UKR,1342.18823242
2047,TUR,MKD,165.907623291
2048,TUR,EGY,28.0431098938
2049,TUR,GBR,1617.79785156
2050,TUR,USA,339.169006348
2051,TUR,UZB,3.50099992752
2052,UGA,COD,40.5999984741
2053,UGA,ARE,12.9090003967
2054,UKR,AUT,34.175491333
2055,UKR,DNK,28.6630001068
2056,UKR,DEU,1.31700003147
2057,UKR,HUN,25.901594162
2058,UKR,ITA,5.13349056244
2059,UKR,POL,15.6027641296
2060,UKR,ROU,1.10500001907
2061,EGY,ALB,68.7269973755
2062,EGY,DZA,403.04019165
2063,EGY,AUT,88.9179992676
2064,EGY,BEL,1.2438031435
2065,EGY,BGR,78.90599823
2066,EGY,CAN,1.06099998951
2067,EGY,HRV,35.9290008545
2068,EGY,PSE,24.3150005341
2069,EGY,DEU,5.50400018692
2070,EGY,IRQ,320.522003174
2071,EGY,JOR,37.0106506348
2072,EGY,KEN,5.15299987793
2073,EGY,KWT,6.14499998093
2074,EGY,LBN,23.2390003204
2075,EGY,LTU,29.2730007172
2076,EGY,OMN,65.7770004272
2077,EGY,POL,12.7689809799
2078,EGY,ROU,88.6070022583
2079,EGY,SAU,802.763977051
2080,EGY,SRB,50.5320014954
2081,EGY,ESP,20.4839992523
2082,EGY,SDN,1029.60498047
2083,EGY,SYR,238.119995117
2084,EGY,ARE,144.940994263
2085,EGY,TUN,53.3489990234
2086,EGY,TUR,8088.33886719
2087,EGY,GBR,27.3540000916
2088,EGY,USA,83.8980026245
2089,EGY,UZB,55.7229995728
2090,EGY,YEM,5212.21289062
2091,GBR,ARG,60.0383720398
2092,GBR,AUS,343.522003174
2093,GBR,AUT,33.1208572388
2094,GBR,BHR,36.2150001526
2095,GBR,BGD,71.716003418
2096,GBR,BEL,909.339538574
2097,GBR,BRA,45.6292495728
2098,GBR,BGR,316.394470215
2099,GBR,CAN,164.548904419
2100,GBR,LKA,69.0862731934
2101,GBR,CHL,1.28100848198
2102,GBR,CHN,425.97164917
2103,GBR,HRV,38.0491867065
2104,GBR,CUB,1.32400000095
2105,GBR,CYP,2.46996068954
2106,GBR,CZE,66.2747268677
2107,GBR,DNK,361.388427734
2108,GBR,EST,17.9286804199
2109,GBR,FIN,148.235107422
2110,GBR,FRA,7338.62841797
2111,GBR,DEU,13520.5849609
2112,GBR,GHA,4.4889998436
2113,GBR,GRC,43.6405487061
2114,GBR,HKG,521.515014648
2115,GBR,HUN,7.41564655304
2116,GBR,ISL,14.3109998703
2117,GBR,IDN,40.5904884338
2118,GBR,IRQ,53.358001709
2119,GBR,IRL,487.245239258
2120,GBR,ISR,268.255279541
2121,GBR,ITA,8388.24707031
2122,GBR,JPN,244.101669312
2123,GBR,KAZ,6.32232952118
2124,GBR,KEN,55.2879981995
2125,GBR,KOR,16.9116439819
2126,GBR,KWT,12.5480775833
2127,GBR,LBN,11.3753194809
2128,GBR,LVA,6.86941432953
2129,GBR,LTU,296.822631836
2130,GBR,MDG,141.996994019
2131,GBR,MYS,133.392654419
2132,GBR,MLT,11.2355775833
2133,GBR,MEX,229.599685669
2134,GBR,TWN,183.570999146
2135,GBR,MDA,52.4770126343
2136,GBR,MAR,276.915466309
2137,GBR,OMN,21.5066146851
2138,GBR,NLD,2641.07763672
2139,GBR,NCL,1.77699995041
2140,GBR,NZL,60.645980835
2141,GBR,NGA,3.43901324272
2142,GBR,NOR,1077.90710449
2143,GBR,PAK,2.98039579391
2144,GBR,PHL,27.0270004272
2145,GBR,POL,8454.7734375
2146,GBR,PRT,5937.79394531
2147,GBR,QAT,90.287437439
2148,GBR,ROU,35943.640625
2149,GBR,RUS,107.218269348
2150,GBR,SAU,1.6629999876
2151,GBR,SRB,87.8468170166
2152,GBR,IND,112.801345825
2153,GBR,SGP,4.255443573
2154,GBR,SVK,234.085723877
2155,GBR,VNM,118.188560486
2156,GBR,SVN,202.2215271
2157,GBR,ZAF,71.0188369751
2158,GBR,ESP,781.506286621
2159,GBR,SWE,88.8254852295
2160,GBR,CHE,55.6005134583
2161,GBR,THA,264.197418213
2162,GBR,ARE,130.865005493
2163,GBR,TUN,136.238006592
2164,GBR,TUR,164.331573486
2165,GBR,UKR,3.36400008202
2166,GBR,MKD,5.01900005341
2167,GBR,EGY,130.578994751
2168,GBR,TZA,9.70899963379
2169,GBR,USA,1939.45373535
2170,TZA,FRA,29.1940002441
2171,TZA,MOZ,193.92300415
2172,USA,AGO,278.32800293
2173,USA,ARG,584.194396973
2174,USA,AUS,567.963623047
2175,USA,AUT,5.19210338593
2176,USA,BHS,17.0063095093
2177,USA,BHR,7.53185415268
2178,USA,BRB,51.1926651001
2179,USA,BEL,120.02999115
2180,USA,BMU,1.50600004196
2181,USA,BOL,4.44199991226
2182,USA,BIH,3.22099995613
2183,USA,BRA,286.836303711
2184,USA,BLZ,4.62900018692
2185,USA,BGR,71.1380004883
2186,USA,CAN,12295.8378906
2187,USA,CYM,4.80999994278
2188,USA,LKA,897.686523438
2189,USA,CHL,858.838989258
2190,USA,CHN,1177.22631836
2191,USA,COL,46.705581665
2192,USA,COG,190.156005859
2193,USA,CRI,92.8229980469
2194,USA,HRV,5.98775863647
2195,USA,CZE,39.3199996948
2196,USA,DNK,268.114379883
2197,USA,DOM,1987.44604492
2198,USA,ECU,8.43288516998
2199,USA,SLV,361.575378418
2200,USA,GNQ,6.17999982834
2201,USA,ETH,4.17600011826
2202,USA,EST,231.349258423
2203,USA,FIN,164.903915405
2204,USA,FRA,1072.63195801
2205,USA,PYF,1.42100000381
2206,USA,GAB,8.56200027466
2207,USA,DEU,571.447692871
2208,USA,GTM,3103.89355469
2209,USA,GUY,3.06215119362
2210,USA,HND,75.5094299316
2211,USA,HKG,435.068939209
2212,USA,ISL,28.9349994659
2213,USA,IDN,783.12701416
2214,USA,IRL,17.8700733185
2215,USA,ISR,483.065673828
2216,USA,ITA,2337.87573242
2217,USA,JAM,92.1137161255
2218,USA,JPN,819.55657959
2219,USA,JOR,34.3965759277
2220,USA,KOR,151.136703491
2221,USA,KWT,83.098487854
2222,USA,LBN,13.8181266785
2223,USA,LBR,6.22100019455
2224,USA,LTU,6.125
2225,USA,MYS,157.432739258
2226,USA,MDV,15.1413545609
2227,USA,MEX,112582.46875
2228,USA,TWN,378.808990479
2229,USA,NPL,2.38000011444
2230,USA,NLD,100.381004333
2231,USA,SXM,3.4279999733
2232,USA,NCL,1.67900002003
2233,USA,NZL,330.957702637
2234,USA,NIC,18.1599998474
2235,USA,NGA,405.697418213
2236,USA,NOR,33.0240592957
2237,USA,MHL,13.4639997482
2238,USA,PAK,11.3970003128
2239,USA,PAN,162.423721313
2240,USA,PRY,1.16999995708
2241,USA,PER,148.409606934
2242,USA,PHL,362.403289795
2243,USA,POL,540.096984863
2244,USA,PRT,13.5080003738
2245,USA,QAT,21.2982406616
2246,USA,ROU,31.3294944763
2247,USA,RUS,44.3138084412
2248,USA,LCA,27.6539993286
2249,USA,SAU,47.7389984131
2250,USA,IND,329.737915039
2251,USA,SGP,64.6939239502
2252,USA,SVK,58.3330001831
2253,USA,VNM,235.679534912
2254,USA,SVN,96.0028839111
2255,USA,ZAF,1501.21289062
2256,USA,ESP,332.286468506
2257,USA,SWE,23.7731552124
2258,USA,CHE,313.943237305
2259,USA,THA,148.270568848
2260,USA,TGO,121.031997681
2261,USA,TTO,77.6090011597
2262,USA,ARE,278.820007324
2263,USA,TUR,12.5182714462
2264,USA,UKR,23.8910007477
2265,USA,EGY,8.13000011444
2266,USA,GBR,789.031616211
2267,USA,URY,40.1287994385
2268,USA,VEN,25.6089992523
2269,URY,BRA,2.04299998283
2270,URY,HKG,90.0439987183
2271,URY,USA,1.20000004768
